GeneID	Function	Orthogroup
783	LOC100577278	Background	Unassigned
784	LOC100577279	Background	OG0009008
785	LOC100577280	Background	OG0004623
786	LOC100577283	Background	OG0005112
787	LOC100577285	Background	OG0008846
788	LOC100577286	Background	Unassigned
789	LOC100577288	Background	OG0005782
790	LOC100577291	Background	Unassigned
791	LOC100577293	Background	OG0004021
792	LOC100577295	Background	OG0004412
793	LOC100577296	Background	OG0001244
794	LOC100577300	Background	OG0006079
795	LOC100577302	Background	OG0002976
796	LOC100577303	Background	OG0010751
797	LOC100577306	Background	Unassigned
798	LOC100577307	Background	Unassigned
799	LOC100577308	Background	OG0004807
800	LOC100577317	Background	Unassigned
801	LOC100577320	Background	OG0004407
802	LOC100577322	Background	OG0007998
803	LOC100577324	Background	OG0003451
804	LOC100577325	Background	OG0007335
805	LOC100577327	Background	OG0006873
806	LOC100577331	Background	OG0000065
807	LOC100577332	Background	OG0005079
808	LOC100577334	Background	OG0000120
809	LOC100577335	Background	OG0007733
810	LOC100577336	Background	Unassigned
811	LOC100577341	Background	OG0006597
812	LOC100577342	Background	OG0003432
813	LOC100577343	Background	OG0008780
814	LOC100577344	Background	OG0006164
815	LOC100577346	Background	OG0002592
816	LOC100577347	Background	OG0002411
817	LOC100577348	Background	OG0001678
818	LOC100577351	Background	OG0005299
819	LOC100577358	Background	OG0008228
820	LOC100577359	Background	OG0001496
821	LOC100577360	Background	Unassigned
822	LOC100577362	Background	OG0007064
823	LOC100577363	Background	OG0003897
824	LOC100577364	Background	Unassigned
825	LOC100577365	Background	OG0008076
826	LOC100577367	Background	OG0005158
827	LOC100577369	Background	OG0007612
828	LOC100577373	Background	Unassigned
829	LOC100577376	Background	OG0004150
830	LOC100577377	Background	OG0008994
831	LOC100577378	Background	OG0003926
832	LOC100577381	Background	OG0005963
833	LOC100577382	Background	OG0009270
834	LOC100577384	Background	Unassigned
835	LOC100577385	Background	OG0001946
836	LOC100577386	Background	OG0001503
837	LOC100577387	Background	OG0007062
838	LOC100577393	Background	OG0002817
839	LOC100577394	Background	OG0008267
840	LOC100577396	Background	Unassigned
841	LOC100577397	Background	OG0001074
842	LOC100577398	Background	Unassigned
843	LOC100577401	Background	OG0005784
844	LOC100577406	Background	OG0010780
845	LOC100577407	Background	Unassigned
846	LOC100577408	Signalling	OG0003982
847	LOC100577409	Background	OG0005931
848	LOC100577410	Background	OG0009081
849	LOC100577418	Background	OG0001542
850	LOC100577422	Background	Unassigned
851	LOC100577423	Background	OG0004199
852	LOC100577425	Background	OG0009937
853	LOC100577428	Background	Unassigned
854	LOC100577430	Putative Immune	OG0000244
855	LOC100577436	Background	OG0004201
856	LOC100577437	Background	OG0010748
857	LOC100577440	Background	OG0005939
858	LOC100577441	Background	OG0007628
859	LOC100577444	Background	Unassigned
860	LOC100577449	Background	OG0001645
861	LOC100577450	Background	OG0003745
862	LOC100577451	Background	OG0003566
863	LOC100577452	Background	OG0001739
864	LOC100577453	Background	OG0009678
865	LOC100577454	Background	OG0009012
866	LOC100577455	Background	OG0008054
867	LOC100577456	Background	OG0004875
868	LOC100577464	Background	OG0007241
869	LOC100577466	Background	OG0004292
870	LOC100577472	Background	OG0005801
871	LOC100577474	Background	OG0010748
872	LOC100577476	Background	Unassigned
873	LOC100577481	Background	OG0007406
874	LOC100577487	Background	Unassigned
875	LOC100577488	Background	OG0006809
876	LOC100577489	Background	OG0009039
877	LOC100577491	Background	OG0006288
878	LOC100577492	Background	OG0004852
879	LOC100577493	Background	OG0002442
880	LOC100577496	Background	OG0000053
881	LOC100577497	Background	OG0006567
882	LOC100577498	Background	OG0005133
883	LOC100577499	Background	OG0004558
884	LOC100577501	Background	OG0006217
885	LOC100577504	Background	OG0005830
886	LOC100577506	Background	OG0000763
887	LOC100577507	Background	Unassigned
888	LOC100577510	Background	OG0009883
889	LOC100577513	Background	OG0003815
890	LOC100577515	Background	OG0003622
891	LOC100577516	Background	OG0000266
892	LOC100577517	Background	OG0003804
893	LOC100577519	Background	OG0002428
894	LOC100577520	Background	OG0008510
895	LOC100577521	Background	OG0005578
896	LOC100577522	Background	OG0006978
897	LOC100577525	Background	OG0005431
898	LOC100577527	Background	OG0004819
899	LOC100577530	Background	OG0006615
900	LOC100577533	Background	OG0004540
901	LOC100577537	Background	OG0002472
902	LOC100577538	Background	Unassigned
903	LOC100577539	Background	OG0010721
904	LOC100577541	Background	OG0009656
905	LOC100577542	Background	Unassigned
906	LOC100577543	Background	OG0003549
907	LOC100577544	Background	OG0008748
908	LOC100577546	Background	OG0003696
909	LOC100577548	Signalling	OG0000042
910	LOC100577551	Background	OG0009351
911	LOC100577552	Background	OG0006333
912	LOC100577553	Background	OG0007359
913	LOC100577559	Background	Unassigned
914	LOC100577561	Background	OG0004413
915	LOC100577562	Background	OG0004824
916	LOC100577565	Background	Unassigned
917	LOC100577569	Background	OG0009691
918	LOC100577571	Background	Unassigned
919	LOC100577573	Background	Unassigned
920	LOC100577574	Background	OG0007197
921	LOC100577575	Background	OG0001482
922	LOC100577576	Background	OG0003817
923	LOC100577577	Background	OG0000065
924	LOC100577578	Background	OG0001344
925	LOC100577579	Background	OG0003493
926	LOC100577580	Background	OG0005643
927	LOC100577582	Background	OG0004725
928	LOC100577584	Background	OG0002887
929	LOC100577585	Background	OG0008293
930	LOC100577587	Background	OG0005094
931	LOC100577590	Putative Immune	OG0000336
932	LOC100577594	Background	OG0009647
933	LOC100577596	Background	OG0001270
934	LOC100577598	Background	OG0008816
935	LOC100577600	Background	OG0005389
936	LOC100577602	Background	OG0007651
937	LOC100577603	Background	OG0004020
938	LOC100577605	Background	OG0000517
939	LOC100577606	Background	OG0003363
940	LOC100577607	Background	OG0002046
941	LOC100577610	Background	OG0000571
942	LOC100577614	Background	OG0008960
943	LOC100577620	Background	Unassigned
944	LOC100577623	Background	OG0009419
945	LOC100577629	Background	OG0006999
946	LOC100577632	Background	OG0010249
947	LOC100577634	Background	OG0000119
948	LOC100577635	Background	OG0001585
949	LOC100577636	Background	OG0006349
950	LOC100577638	Background	OG0009053
951	LOC100577640	Background	OG0009941
952	LOC100577641	Putative Immune	OG0004867
953	LOC100577644	Background	OG0004955
954	LOC100577646	Background	Unassigned
955	LOC100577648	Background	OG0006721
956	LOC100577649	Background	OG0000205
957	LOC100577651	Background	OG0002683
958	LOC100577654	Background	Unassigned
959	LOC100577655	Background	OG0010258
960	LOC100577656	Background	OG0006327
961	LOC100577661	Background	OG0008260
962	LOC100577667	Background	Unassigned
963	LOC100577669	Background	OG0003001
964	LOC100577670	Background	OG0007409
965	LOC100577671	Background	OG0000119
966	LOC100577672	Background	OG0007618
967	LOC100577673	Background	OG0002475
968	LOC100577675	Background	OG0002001
969	LOC100577676	Background	OG0000159
970	LOC100577678	Background	OG0008788
971	LOC100577679	Background	OG0005049
972	LOC100577680	Background	OG0008558
973	LOC100577681	Background	OG0007175
974	LOC100577682	Background	OG0004866
975	LOC100577683	Background	OG0009082
976	LOC100577687	Background	OG0001883
977	LOC100577689	Background	OG0004549
978	LOC100577690	Signalling	OG0004384
979	LOC100577692	Background	OG0006803
980	LOC100577693	Background	OG0001574
981	LOC100577694	Background	OG0005359
982	LOC100577695	Background	Unassigned
983	LOC100577696	Background	OG0007015
984	LOC100577697	Background	OG0003088
985	LOC100577698	Background	Unassigned
986	LOC100577699	Background	OG0004676
987	LOC100577702	Background	OG0004298
988	LOC100577704	Background	OG0010712
989	LOC100577707	Background	OG0008029
990	LOC100577711	Background	OG0009115
991	LOC100577712	Background	OG0007311
992	LOC100577715	Background	OG0000119
993	LOC100577717	Background	OG0003179
994	LOC100577719	Background	OG0006686
995	LOC100577721	Background	Unassigned
996	LOC100577722	Background	OG0002797
997	LOC100577723	Background	Unassigned
998	LOC100577724	Background	OG0003921
999	LOC100577725	Background	OG0009044
1000	LOC100577727	Background	OG0004622
1001	LOC100577731	Background	Unassigned
1002	LOC100577735	Background	OG0004952
1003	LOC100577737	Background	OG0010687
1004	LOC100577739	Background	OG0002316
1005	LOC100577742	Background	OG0003321
1006	LOC100577743	Background	OG0004170
1007	LOC100577744	Background	Unassigned
1008	LOC100577746	Background	OG0007800
1009	LOC100577748	Background	Unassigned
1010	LOC100577749	Background	OG0008365
1011	LOC100577751	Background	OG0006694
1012	LOC100577752	Background	OG0002320
1013	LOC100577753	Background	OG0003682
1014	LOC100577754	Background	Unassigned
1015	LOC100577755	Background	OG0000017
1016	LOC100577756	Background	OG0006927
1017	LOC100577758	Background	OG0003529
1018	LOC100577759	Background	Unassigned
1019	LOC100577763	Background	OG0001604
1020	LOC100577764	Recognition	OG0000542
1021	LOC100577766	Background	OG0002152
1022	LOC100577767	Background	OG0010856
1023	LOC100577769	Background	OG0005086
1024	LOC100577771	Background	OG0007239
1025	LOC100577772	Background	Unassigned
1026	LOC100577773	Background	Unassigned
1027	LOC100577777	Background	Unassigned
1028	LOC100577778	Background	OG0009400
1029	LOC100577781	Putative Immune	Unassigned
1030	LOC100577782	Background	Unassigned
1031	LOC100577783	Background	OG0006738
1032	LOC100577784	Background	OG0008498
1033	LOC100577787	Background	OG0001082
1034	LOC100577788	Background	OG0009068
1035	LOC100577789	Background	Unassigned
1036	LOC100577795	Background	OG0007622
1037	LOC100577797	Background	OG0008144
1038	LOC100577798	Background	Unassigned
1039	LOC100577801	Background	OG0002180
1040	LOC100577803	Background	OG0005686
1041	LOC100577805	Background	OG0009185
1042	LOC100577809	Background	OG0010298
1043	LOC100577810	Background	OG0008530
1044	LOC100577815	Background	OG0002644
1045	LOC100577816	Background	OG0008137
1046	LOC100577817	Background	OG0007479
1047	LOC100577819	Background	OG0009626
1048	LOC100577822	Background	Unassigned
1049	LOC100577823	Background	OG0005318
1050	LOC100577825	Background	OG0000235
1051	LOC100577827	Background	Unassigned
1052	LOC100577829	Background	OG0002117
1053	LOC100577833	Putative Immune	OG0000153
1054	LOC100577836	Background	OG0004153
1055	LOC100577839	Background	OG0003530
1056	LOC100577840	Background	OG0009882
1057	LOC100577841	Background	OG0000189
1058	LOC100577844	Recognition	OG0000187
1059	LOC100577845	Background	OG0000720
1060	LOC100577846	Background	OG0000911
1061	LOC100577847	Background	OG0006450
1062	LOC100577848	Background	Unassigned
1063	LOC100577849	Background	OG0000244
1064	LOC100577856	Background	OG0001472
1065	LOC100577863	Background	Unassigned
1066	LOC100577870	Background	OG0006935
1067	LOC100577872	Background	OG0007011
1068	LOC100577875	Background	OG0001188
1069	LOC100577876	Background	OG0005544
1070	LOC100577877	Background	OG0007458
1071	LOC100577879	Background	OG0008330
1072	LOC100577882	Background	OG0003484
1073	LOC100577883	Background	OG0000472
1074	LOC100577885	Background	OG0004616
1075	LOC100577886	Background	OG0005136
1076	LOC100577888	Background	OG0000021
1077	LOC100577889	Background	OG0009114
1078	LOC100577890	Background	OG0010862
1079	LOC100577891	Background	Unassigned
1080	LOC100577894	Background	OG0010290
1081	LOC100577895	Background	OG0010307
1082	LOC100577896	Background	OG0003386
1083	LOC100577899	Background	OG0005046
1084	LOC100577901	Background	OG0002394
1085	LOC100577903	Background	Unassigned
1086	LOC100577905	Background	OG0002463
1087	LOC100577908	Background	OG0005022
1088	LOC100577909	Background	OG0004024
1089	LOC100577912	Background	OG0005028
1090	LOC100577913	Background	OG0007244
1091	LOC100577914	Background	Unassigned
1092	LOC100577915	Background	Unassigned
1093	LOC100577918	Background	OG0009645
1094	LOC100577919	Background	OG0009403
1095	LOC100577920	Background	OG0006456
1096	LOC100577923	Background	OG0006967
1097	LOC100577927	Background	OG0001791
1098	LOC100577929	Background	OG0010731
1099	LOC100577931	Background	OG0007728
1100	LOC100577932	Background	OG0008778
1101	LOC100577936	Background	Unassigned
1102	LOC100577938	Background	OG0000336
1103	LOC100577939	Background	OG0009386
1104	LOC100577941	Background	OG0003180
1105	LOC100577942	Background	OG0004056
1106	LOC100577943	Recognition	OG0002409
1107	LOC100577945	Background	Unassigned
1108	LOC100577949	Background	OG0004951
1109	LOC100577955	Background	OG0008118
1110	LOC100577958	Background	OG0007445
1111	LOC100577959	Background	OG0003489
1112	LOC100577963	Background	OG0006505
1113	LOC100577966	Background	OG0003839
1114	LOC100577967	Background	OG0001814
1115	LOC100577971	Background	Unassigned
1116	LOC100577972	Background	OG0000310
1117	LOC100577974	Background	OG0008913
1118	LOC100577976	Background	OG0003500
1119	LOC100577977	Background	Unassigned
1120	LOC100577978	Background	Unassigned
1121	LOC100577980	Background	OG0002452
1122	LOC100577981	Background	OG0005771
1123	LOC100577982	Background	OG0007143
1124	LOC100577986	Background	OG0001872
1125	LOC100577988	Background	OG0001365
1126	LOC100577992	Background	OG0002355
1127	LOC100577995	Background	OG0005513
1128	LOC100577996	Background	OG0001838
1129	LOC100577997	Background	OG0001080
1130	LOC100577998	Background	OG0003273
1131	LOC100577999	Background	Unassigned
1132	LOC100578001	Background	Unassigned
1133	LOC100578002	Background	OG0004630
1134	LOC100578005	Background	OG0002109
1135	LOC100578006	Background	OG0002864
1136	LOC100578011	Background	OG0001262
1137	LOC100578014	Background	OG0008139
1138	LOC100578015	Background	OG0004858
1139	LOC100578016	Background	Unassigned
1140	LOC100578017	Background	OG0006678
1141	LOC100578019	Background	OG0010856
1142	LOC100578020	Background	OG0008091
1143	LOC100578023	Background	OG0008746
1144	LOC100578025	Background	OG0009047
1145	LOC100578030	Signalling	OG0000446
1146	LOC100578031	Background	OG0003174
1147	LOC100578034	Background	Unassigned
1148	LOC100578035	Background	OG0001487
1149	LOC100578040	Background	OG0003769
1150	LOC100578041	Background	OG0008263
1151	LOC100578042	Background	OG0002614
1152	LOC100578044	Background	OG0010248
1153	LOC100578045	Background	OG0000046
1154	LOC100578046	Background	OG0007464
1155	LOC100578048	Background	OG0009629
1156	LOC100578051	Background	OG0003888
1157	LOC100578053	Background	Unassigned
1158	LOC100578055	Background	OG0004609
1159	LOC100578057	Background	Unassigned
1160	LOC100578059	Background	OG0004591
1161	LOC100578060	Background	OG0009632
1162	LOC100578061	Background	OG0005585
1163	LOC100578066	Background	OG0003160
1164	LOC100578067	Background	OG0002317
1165	LOC100578068	Background	OG0001234
1166	LOC100578071	Background	OG0000288
1167	LOC100578072	Background	OG0006621
1168	LOC100578082	Background	Unassigned
1169	LOC100578084	Recognition	OG0002954
1170	LOC100578085	Background	OG0008743
1171	LOC100578089	Background	OG0002203
1172	LOC100578090	Background	OG0009625
1173	LOC100578091	Background	OG0003290
1174	LOC100578093	Background	OG0001531
1175	LOC100578100	Background	OG0008556
1176	LOC100578101	Background	Unassigned
1177	LOC100578102	Background	Unassigned
1178	LOC100578104	Background	Unassigned
1179	LOC100578105	Background	OG0001709
1180	LOC100578106	Background	OG0008565
1181	LOC100578107	Background	OG0010250
1182	LOC100578109	Background	OG0007556
1183	LOC100578112	Background	OG0007025
1184	LOC100578113	Background	OG0006090
1185	LOC100578115	Background	Unassigned
1186	LOC100578119	Background	OG0007284
1187	LOC100578121	Background	OG0004571
1188	LOC100578123	Background	OG0003513
1189	LOC100578126	Background	OG0007684
1190	LOC100578128	Background	Unassigned
1191	LOC100578129	Background	OG0000237
1192	LOC100578130	Background	OG0003291
1193	LOC100578131	Background	Unassigned
1194	LOC100578132	Background	OG0005119
1195	LOC100578133	Background	Unassigned
1196	LOC100578134	Background	OG0010716
1197	LOC100578137	Background	OG0008966
1198	LOC100578144	Background	OG0002703
1199	LOC100578146	Background	OG0004719
1200	LOC100578151	Background	OG0003519
1201	LOC100578154	Background	Unassigned
1202	LOC100578156	Signalling	OG0009885
1203	LOC100578157	Background	OG0007206
1204	LOC100578159	Background	OG0004588
1205	LOC100578161	Background	Unassigned
1206	LOC100578162	Background	Unassigned
