TXNAME	GENEID
Caust.v2_014329-RA	Caust.v2_014329
Caust.v2_014334-RA	Caust.v2_014334
Caust.v2_014332-RA	Caust.v2_014332
Caust.v2_014328-RA	Caust.v2_014328
Caust.v2_014337-RA	Caust.v2_014337
Caust.v2_014330-RA	Caust.v2_014330
Caust.v2_011763-RA	Caust.v2_011763
Caust.v2_011759-RA	Caust.v2_011759
Caust.v2_011769-RA	Caust.v2_011769
Caust.v2_011756-RA	Caust.v2_011756
Caust.v2_011762-RA	Caust.v2_011762
Caust.v2_011754-RB	Caust.v2_011754
Caust.v2_011771-RA	Caust.v2_011771
Caust.v2_011768-RA	Caust.v2_011768
Caust.v2_011764-RB	Caust.v2_011764
Caust.v2_011759-RB	Caust.v2_011759
Caust.v2_011755-RA	Caust.v2_011755
Caust.v2_011758-RA	Caust.v2_011758
Caust.v2_011778-RA	Caust.v2_011778
Caust.v2_011767-RA	Caust.v2_011767
Caust.v2_011764-RA	Caust.v2_011764
Caust.v2_011774-RA	Caust.v2_011774
Caust.v2_011770-RA	Caust.v2_011770
Caust.v2_011766-RA	Caust.v2_011766
Caust.v2_011775-RA	Caust.v2_011775
Caust.v2_011773-RA	Caust.v2_011773
Caust.v2_011772-RA	Caust.v2_011772
Caust.v2_011765-RA	Caust.v2_011765
Caust.v2_011777-RA	Caust.v2_011777
Caust.v2_011760-RA	Caust.v2_011760
Caust.v2_011776-RA	Caust.v2_011776
Caust.v2_011761-RA	Caust.v2_011761
Caust.v2_011757-RA	Caust.v2_011757
Caust.v2_011754-RA	Caust.v2_011754
Caust.v2_022320-RA	Caust.v2_022320
Caust.v2_021190-RA	Caust.v2_021190
Caust.v2_019714-RA	Caust.v2_019714
Caust.v2_022366-RA	Caust.v2_022366
Caust.v2_021983-RA	Caust.v2_021983
Caust.v2_020992-RA	Caust.v2_020992
Caust.v2_020991-RA	Caust.v2_020991
Caust.v2_017046-RA	Caust.v2_017046
Caust.v2_017045-RA	Caust.v2_017045
Caust.v2_017047-RA	Caust.v2_017047
Caust.v2_021758-RA	Caust.v2_021758
Caust.v2_019161-RA	Caust.v2_019161
Caust.v2_019160-RA	Caust.v2_019160
Caust.v2_019159-RA	Caust.v2_019159
Caust.v2_018059-RA	Caust.v2_018059
Caust.v2_018058-RA	Caust.v2_018058
Caust.v2_018061-RA	Caust.v2_018061
Caust.v2_018062-RA	Caust.v2_018062
Caust.v2_018060-RA	Caust.v2_018060
Caust.v2_021666-RA	Caust.v2_021666
Caust.v2_019460-RA	Caust.v2_019460
Caust.v2_019459-RA	Caust.v2_019459
Caust.v2_018308-RA	Caust.v2_018308
Caust.v2_018307-RA	Caust.v2_018307
Caust.v2_017594-RA	Caust.v2_017594
Caust.v2_017593-RA	Caust.v2_017593
Caust.v2_017595-RA	Caust.v2_017595
Caust.v2_016884-RA	Caust.v2_016884
Caust.v2_016883-RA	Caust.v2_016883
Caust.v2_016879-RA	Caust.v2_016879
Caust.v2_016885-RA	Caust.v2_016885
Caust.v2_016879-RB	Caust.v2_016879
Caust.v2_016880-RA	Caust.v2_016880
Caust.v2_016879-RC	Caust.v2_016879
Caust.v2_016881-RA	Caust.v2_016881
Caust.v2_016882-RA	Caust.v2_016882
Caust.v2_016879-RD	Caust.v2_016879
Caust.v2_019483-RA	Caust.v2_019483
Caust.v2_019482-RA	Caust.v2_019482
Caust.v2_018934-RA	Caust.v2_018934
Caust.v2_018933-RA	Caust.v2_018933
Caust.v2_018935-RA	Caust.v2_018935
Caust.v2_022631-RA	Caust.v2_022631
Caust.v2_020980-RA	Caust.v2_020980
Caust.v2_020979-RA	Caust.v2_020979
Caust.v2_019443-RA	Caust.v2_019443
Caust.v2_019444-RA	Caust.v2_019444
Caust.v2_019444-RB	Caust.v2_019444
Caust.v2_016314-RA	Caust.v2_016314
Caust.v2_016318-RA	Caust.v2_016318
Caust.v2_016317-RA	Caust.v2_016317
Caust.v2_016312-RA	Caust.v2_016312
Caust.v2_016311-RA	Caust.v2_016311
Caust.v2_016313-RA	Caust.v2_016313
Caust.v2_016310-RA	Caust.v2_016310
Caust.v2_016315-RA	Caust.v2_016315
Caust.v2_016316-RA	Caust.v2_016316
Caust.v2_017433-RA	Caust.v2_017433
Caust.v2_017431-RA	Caust.v2_017431
Caust.v2_017434-RA	Caust.v2_017434
Caust.v2_017432-RA	Caust.v2_017432
Caust.v2_017804-RA	Caust.v2_017804
Caust.v2_017802-RA	Caust.v2_017802
Caust.v2_017803-RA	Caust.v2_017803
Caust.v2_020832-RA	Caust.v2_020832
Caust.v2_020536-RA	Caust.v2_020536
Caust.v2_020537-RA	Caust.v2_020537
Caust.v2_021784-RA	Caust.v2_021784
Caust.v2_010692-RC	Caust.v2_010692
Caust.v2_010683-RE	Caust.v2_010683
Caust.v2_010684-RA	Caust.v2_010684
Caust.v2_010683-RF	Caust.v2_010683
Caust.v2_010683-RA	Caust.v2_010683
Caust.v2_010692-RB	Caust.v2_010692
Caust.v2_010691-RA	Caust.v2_010691
Caust.v2_010697-RA	Caust.v2_010697
Caust.v2_010685-RA	Caust.v2_010685
Caust.v2_010690-RA	Caust.v2_010690
Caust.v2_010695-RA	Caust.v2_010695
Caust.v2_010683-RC	Caust.v2_010683
Caust.v2_010686-RA	Caust.v2_010686
Caust.v2_010683-RB	Caust.v2_010683
Caust.v2_010687-RA	Caust.v2_010687
Caust.v2_010694-RA	Caust.v2_010694
Caust.v2_010698-RA	Caust.v2_010698
Caust.v2_010696-RA	Caust.v2_010696
Caust.v2_010692-RA	Caust.v2_010692
Caust.v2_010693-RA	Caust.v2_010693
Caust.v2_010683-RD	Caust.v2_010683
Caust.v2_010682-RA	Caust.v2_010682
Caust.v2_010689-RA	Caust.v2_010689
Caust.v2_010691-RB	Caust.v2_010691
Caust.v2_010688-RA	Caust.v2_010688
Caust.v2_017298-RA	Caust.v2_017298
Caust.v2_017297-RA	Caust.v2_017297
Caust.v2_017296-RA	Caust.v2_017296
Caust.v2_017294-RA	Caust.v2_017294
Caust.v2_017299-RA	Caust.v2_017299
Caust.v2_017300-RA	Caust.v2_017300
Caust.v2_017295-RA	Caust.v2_017295
Caust.v2_017293-RA	Caust.v2_017293
Caust.v2_022034-RA	Caust.v2_022034
Caust.v2_020451-RA	Caust.v2_020451
Caust.v2_020450-RA	Caust.v2_020450
Caust.v2_003773-RA	Caust.v2_003773
Caust.v2_003754-RA	Caust.v2_003754
Caust.v2_003739-RH	Caust.v2_003739
Caust.v2_003769-RA	Caust.v2_003769
Caust.v2_003739-RB	Caust.v2_003739
Caust.v2_003718-RA	Caust.v2_003718
Caust.v2_003711-RA	Caust.v2_003711
Caust.v2_003796-RA	Caust.v2_003796
Caust.v2_003713-RA	Caust.v2_003713
Caust.v2_003730-RA	Caust.v2_003730
Caust.v2_003715-RA	Caust.v2_003715
Caust.v2_003747-RA	Caust.v2_003747
Caust.v2_003745-RA	Caust.v2_003745
Caust.v2_003739-RD	Caust.v2_003739
Caust.v2_003739-RF	Caust.v2_003739
Caust.v2_003729-RA	Caust.v2_003729
Caust.v2_003739-RE	Caust.v2_003739
Caust.v2_003777-RA	Caust.v2_003777
Caust.v2_003742-RA	Caust.v2_003742
Caust.v2_003763-RA	Caust.v2_003763
Caust.v2_003741-RA	Caust.v2_003741
Caust.v2_003717-RA	Caust.v2_003717
Caust.v2_003744-RA	Caust.v2_003744
Caust.v2_003743-RA	Caust.v2_003743
Caust.v2_003720-RA	Caust.v2_003720
Caust.v2_003703-RA	Caust.v2_003703
Caust.v2_003752-RA	Caust.v2_003752
Caust.v2_003781-RA	Caust.v2_003781
Caust.v2_003735-RA	Caust.v2_003735
Caust.v2_003746-RA	Caust.v2_003746
Caust.v2_003766-RA	Caust.v2_003766
Caust.v2_003791-RA	Caust.v2_003791
Caust.v2_003739-RI	Caust.v2_003739
Caust.v2_003719-RA	Caust.v2_003719
Caust.v2_003739-RJ	Caust.v2_003739
Caust.v2_003724-RA	Caust.v2_003724
Caust.v2_003792-RA	Caust.v2_003792
Caust.v2_003778-RA	Caust.v2_003778
Caust.v2_003801-RB	Caust.v2_003801
Caust.v2_003725-RA	Caust.v2_003725
Caust.v2_003703-RB	Caust.v2_003703
Caust.v2_003759-RA	Caust.v2_003759
Caust.v2_003739-RG	Caust.v2_003739
Caust.v2_003786-RC	Caust.v2_003786
Caust.v2_003753-RA	Caust.v2_003753
Caust.v2_003784-RA	Caust.v2_003784
Caust.v2_003703-RD	Caust.v2_003703
Caust.v2_003798-RA	Caust.v2_003798
Caust.v2_003800-RA	Caust.v2_003800
Caust.v2_003778-RD	Caust.v2_003778
Caust.v2_003782-RA	Caust.v2_003782
Caust.v2_003757-RA	Caust.v2_003757
Caust.v2_003731-RA	Caust.v2_003731
Caust.v2_003774-RA	Caust.v2_003774
Caust.v2_003762-RA	Caust.v2_003762
Caust.v2_003799-RA	Caust.v2_003799
Caust.v2_003768-RA	Caust.v2_003768
Caust.v2_003755-RA	Caust.v2_003755
Caust.v2_003794-RA	Caust.v2_003794
Caust.v2_003749-RA	Caust.v2_003749
Caust.v2_003762-RB	Caust.v2_003762
Caust.v2_003733-RA	Caust.v2_003733
Caust.v2_003726-RA	Caust.v2_003726
Caust.v2_003801-RA	Caust.v2_003801
Caust.v2_003772-RA	Caust.v2_003772
Caust.v2_003721-RA	Caust.v2_003721
Caust.v2_003704-RA	Caust.v2_003704
Caust.v2_003714-RA	Caust.v2_003714
Caust.v2_003767-RA	Caust.v2_003767
Caust.v2_003703-RC	Caust.v2_003703
Caust.v2_003795-RA	Caust.v2_003795
Caust.v2_003788-RA	Caust.v2_003788
Caust.v2_003705-RA	Caust.v2_003705
Caust.v2_003778-RB	Caust.v2_003778
Caust.v2_003775-RA	Caust.v2_003775
Caust.v2_003761-RA	Caust.v2_003761
Caust.v2_003786-RA	Caust.v2_003786
Caust.v2_003785-RA	Caust.v2_003785
Caust.v2_003758-RA	Caust.v2_003758
Caust.v2_003787-RA	Caust.v2_003787
Caust.v2_003710-RA	Caust.v2_003710
Caust.v2_003727-RA	Caust.v2_003727
Caust.v2_003786-RB	Caust.v2_003786
Caust.v2_003740-RA	Caust.v2_003740
Caust.v2_003790-RA	Caust.v2_003790
Caust.v2_003789-RA	Caust.v2_003789
Caust.v2_003707-RA	Caust.v2_003707
Caust.v2_003780-RA	Caust.v2_003780
Caust.v2_003722-RA	Caust.v2_003722
Caust.v2_003783-RA	Caust.v2_003783
Caust.v2_003736-RA	Caust.v2_003736
Caust.v2_003739-RK	Caust.v2_003739
Caust.v2_003778-RC	Caust.v2_003778
Caust.v2_003793-RA	Caust.v2_003793
Caust.v2_003771-RA	Caust.v2_003771
Caust.v2_003734-RA	Caust.v2_003734
Caust.v2_003748-RA	Caust.v2_003748
Caust.v2_003760-RA	Caust.v2_003760
Caust.v2_003756-RA	Caust.v2_003756
Caust.v2_003709-RA	Caust.v2_003709
Caust.v2_003738-RA	Caust.v2_003738
Caust.v2_003776-RA	Caust.v2_003776
Caust.v2_003728-RA	Caust.v2_003728
Caust.v2_003804-RA	Caust.v2_003804
Caust.v2_003770-RA	Caust.v2_003770
Caust.v2_003779-RA	Caust.v2_003779
Caust.v2_003723-RA	Caust.v2_003723
Caust.v2_003732-RA	Caust.v2_003732
Caust.v2_003765-RA	Caust.v2_003765
Caust.v2_003716-RA	Caust.v2_003716
Caust.v2_003706-RA	Caust.v2_003706
Caust.v2_003737-RA	Caust.v2_003737
Caust.v2_003739-RC	Caust.v2_003739
Caust.v2_003803-RA	Caust.v2_003803
Caust.v2_003764-RA	Caust.v2_003764
Caust.v2_003739-RA	Caust.v2_003739
Caust.v2_003712-RA	Caust.v2_003712
Caust.v2_003751-RA	Caust.v2_003751
Caust.v2_003797-RA	Caust.v2_003797
Caust.v2_003708-RA	Caust.v2_003708
Caust.v2_003750-RA	Caust.v2_003750
Caust.v2_003802-RA	Caust.v2_003802
Caust.v2_020749-RA	Caust.v2_020749
Caust.v2_002771-RA	Caust.v2_002771
Caust.v2_002886-RA	Caust.v2_002886
Caust.v2_002864-RA	Caust.v2_002864
Caust.v2_002833-RA	Caust.v2_002833
Caust.v2_002846-RB	Caust.v2_002846
Caust.v2_002763-RF	Caust.v2_002763
Caust.v2_002879-RA	Caust.v2_002879
Caust.v2_002877-RE	Caust.v2_002877
Caust.v2_002795-RA	Caust.v2_002795
Caust.v2_002858-RA	Caust.v2_002858
Caust.v2_002784-RA	Caust.v2_002784
Caust.v2_002877-RC	Caust.v2_002877
Caust.v2_002772-RA	Caust.v2_002772
Caust.v2_002894-RA	Caust.v2_002894
Caust.v2_002846-RC	Caust.v2_002846
Caust.v2_002862-RA	Caust.v2_002862
Caust.v2_002845-RA	Caust.v2_002845
Caust.v2_002905-RA	Caust.v2_002905
Caust.v2_002904-RA	Caust.v2_002904
Caust.v2_002898-RA	Caust.v2_002898
Caust.v2_002861-RA	Caust.v2_002861
Caust.v2_002846-RA	Caust.v2_002846
Caust.v2_002897-RA	Caust.v2_002897
Caust.v2_002822-RA	Caust.v2_002822
Caust.v2_002796-RA	Caust.v2_002796
Caust.v2_002884-RA	Caust.v2_002884
Caust.v2_002852-RA	Caust.v2_002852
Caust.v2_002869-RA	Caust.v2_002869
Caust.v2_002799-RA	Caust.v2_002799
Caust.v2_002879-RD	Caust.v2_002879
Caust.v2_002874-RA	Caust.v2_002874
Caust.v2_002918-RA	Caust.v2_002918
Caust.v2_002790-RE	Caust.v2_002790
Caust.v2_002760-RA	Caust.v2_002760
Caust.v2_002909-RA	Caust.v2_002909
Caust.v2_002784-RC	Caust.v2_002784
Caust.v2_002770-RA	Caust.v2_002770
Caust.v2_002790-RB	Caust.v2_002790
Caust.v2_002813-RA	Caust.v2_002813
Caust.v2_002824-RA	Caust.v2_002824
Caust.v2_002787-RA	Caust.v2_002787
Caust.v2_002906-RA	Caust.v2_002906
Caust.v2_002820-RA	Caust.v2_002820
Caust.v2_002830-RA	Caust.v2_002830
Caust.v2_002896-RA	Caust.v2_002896
Caust.v2_002868-RA	Caust.v2_002868
Caust.v2_002788-RA	Caust.v2_002788
Caust.v2_002800-RA	Caust.v2_002800
Caust.v2_002900-RA	Caust.v2_002900
Caust.v2_002779-RA	Caust.v2_002779
Caust.v2_002759-RA	Caust.v2_002759
Caust.v2_002834-RA	Caust.v2_002834
Caust.v2_002825-RA	Caust.v2_002825
Caust.v2_002887-RA	Caust.v2_002887
Caust.v2_002768-RA	Caust.v2_002768
Caust.v2_002767-RA	Caust.v2_002767
Caust.v2_002758-RA	Caust.v2_002758
Caust.v2_002757-RA	Caust.v2_002757
Caust.v2_002911-RA	Caust.v2_002911
Caust.v2_002918-RC	Caust.v2_002918
Caust.v2_002877-RA	Caust.v2_002877
Caust.v2_002899-RA	Caust.v2_002899
Caust.v2_002856-RA	Caust.v2_002856
Caust.v2_002779-RB	Caust.v2_002779
Caust.v2_002907-RA	Caust.v2_002907
Caust.v2_002837-RA	Caust.v2_002837
Caust.v2_002877-RB	Caust.v2_002877
Caust.v2_002891-RA	Caust.v2_002891
Caust.v2_002797-RA	Caust.v2_002797
Caust.v2_002875-RA	Caust.v2_002875
Caust.v2_002790-RF	Caust.v2_002790
Caust.v2_002912-RA	Caust.v2_002912
Caust.v2_002821-RC	Caust.v2_002821
Caust.v2_002880-RC	Caust.v2_002880
Caust.v2_002815-RA	Caust.v2_002815
Caust.v2_002805-RA	Caust.v2_002805
Caust.v2_002881-RA	Caust.v2_002881
Caust.v2_002850-RD	Caust.v2_002850
Caust.v2_002782-RA	Caust.v2_002782
Caust.v2_002854-RA	Caust.v2_002854
Caust.v2_002773-RB	Caust.v2_002773
Caust.v2_002790-RD	Caust.v2_002790
Caust.v2_002850-RB	Caust.v2_002850
Caust.v2_002766-RA	Caust.v2_002766
Caust.v2_002763-RC	Caust.v2_002763
Caust.v2_002848-RA	Caust.v2_002848
Caust.v2_002765-RA	Caust.v2_002765
Caust.v2_002761-RA	Caust.v2_002761
Caust.v2_002794-RA	Caust.v2_002794
Caust.v2_002755-RA	Caust.v2_002755
Caust.v2_002909-RB	Caust.v2_002909
Caust.v2_002855-RA	Caust.v2_002855
Caust.v2_002781-RA	Caust.v2_002781
Caust.v2_002763-RA	Caust.v2_002763
Caust.v2_002849-RA	Caust.v2_002849
Caust.v2_002836-RA	Caust.v2_002836
Caust.v2_002860-RA	Caust.v2_002860
Caust.v2_002789-RA	Caust.v2_002789
Caust.v2_002817-RA	Caust.v2_002817
Caust.v2_002769-RA	Caust.v2_002769
Caust.v2_002902-RA	Caust.v2_002902
Caust.v2_002756-RA	Caust.v2_002756
Caust.v2_002915-RA	Caust.v2_002915
Caust.v2_002776-RA	Caust.v2_002776
Caust.v2_002851-RA	Caust.v2_002851
Caust.v2_002826-RA	Caust.v2_002826
Caust.v2_002804-RA	Caust.v2_002804
Caust.v2_002850-RA	Caust.v2_002850
Caust.v2_002879-RC	Caust.v2_002879
Caust.v2_002872-RA	Caust.v2_002872
Caust.v2_002877-RD	Caust.v2_002877
Caust.v2_002764-RA	Caust.v2_002764
Caust.v2_002810-RA	Caust.v2_002810
Caust.v2_002917-RA	Caust.v2_002917
Caust.v2_002895-RA	Caust.v2_002895
Caust.v2_002890-RA	Caust.v2_002890
Caust.v2_002853-RA	Caust.v2_002853
Caust.v2_002790-RA	Caust.v2_002790
Caust.v2_002857-RA	Caust.v2_002857
Caust.v2_002879-RB	Caust.v2_002879
Caust.v2_002867-RA	Caust.v2_002867
Caust.v2_002786-RA	Caust.v2_002786
Caust.v2_002871-RA	Caust.v2_002871
Caust.v2_002801-RA	Caust.v2_002801
Caust.v2_002842-RA	Caust.v2_002842
Caust.v2_002908-RA	Caust.v2_002908
Caust.v2_002808-RA	Caust.v2_002808
Caust.v2_002802-RA	Caust.v2_002802
Caust.v2_002880-RA	Caust.v2_002880
Caust.v2_002831-RA	Caust.v2_002831
Caust.v2_002863-RA	Caust.v2_002863
Caust.v2_002821-RA	Caust.v2_002821
Caust.v2_002889-RA	Caust.v2_002889
Caust.v2_002866-RA	Caust.v2_002866
Caust.v2_002818-RA	Caust.v2_002818
Caust.v2_002903-RA	Caust.v2_002903
Caust.v2_002901-RA	Caust.v2_002901
Caust.v2_002914-RA	Caust.v2_002914
Caust.v2_002892-RA	Caust.v2_002892
Caust.v2_002865-RA	Caust.v2_002865
Caust.v2_002847-RA	Caust.v2_002847
Caust.v2_002841-RA	Caust.v2_002841
Caust.v2_002844-RA	Caust.v2_002844
Caust.v2_002811-RA	Caust.v2_002811
Caust.v2_002823-RA	Caust.v2_002823
Caust.v2_002793-RA	Caust.v2_002793
Caust.v2_002882-RA	Caust.v2_002882
Caust.v2_002806-RA	Caust.v2_002806
Caust.v2_002878-RA	Caust.v2_002878
Caust.v2_002873-RA	Caust.v2_002873
Caust.v2_002784-RB	Caust.v2_002784
Caust.v2_002763-RE	Caust.v2_002763
Caust.v2_002816-RA	Caust.v2_002816
Caust.v2_002918-RB	Caust.v2_002918
Caust.v2_002809-RA	Caust.v2_002809
Caust.v2_002762-RA	Caust.v2_002762
Caust.v2_002835-RA	Caust.v2_002835
Caust.v2_002839-RA	Caust.v2_002839
Caust.v2_002850-RC	Caust.v2_002850
Caust.v2_002888-RA	Caust.v2_002888
Caust.v2_002812-RA	Caust.v2_002812
Caust.v2_002827-RA	Caust.v2_002827
Caust.v2_002773-RA	Caust.v2_002773
Caust.v2_002814-RA	Caust.v2_002814
Caust.v2_002792-RA	Caust.v2_002792
Caust.v2_002775-RA	Caust.v2_002775
Caust.v2_002916-RA	Caust.v2_002916
Caust.v2_002883-RA	Caust.v2_002883
Caust.v2_002880-RB	Caust.v2_002880
Caust.v2_002821-RB	Caust.v2_002821
Caust.v2_002798-RA	Caust.v2_002798
Caust.v2_002885-RA	Caust.v2_002885
Caust.v2_002780-RA	Caust.v2_002780
Caust.v2_002843-RA	Caust.v2_002843
Caust.v2_002840-RA	Caust.v2_002840
Caust.v2_002763-RD	Caust.v2_002763
Caust.v2_002777-RA	Caust.v2_002777
Caust.v2_002893-RA	Caust.v2_002893
Caust.v2_002783-RA	Caust.v2_002783
Caust.v2_002774-RA	Caust.v2_002774
Caust.v2_002838-RA	Caust.v2_002838
Caust.v2_002870-RA	Caust.v2_002870
Caust.v2_002791-RA	Caust.v2_002791
Caust.v2_002803-RA	Caust.v2_002803
Caust.v2_002807-RA	Caust.v2_002807
Caust.v2_002829-RA	Caust.v2_002829
Caust.v2_002910-RA	Caust.v2_002910
Caust.v2_002819-RA	Caust.v2_002819
Caust.v2_002859-RA	Caust.v2_002859
Caust.v2_002876-RA	Caust.v2_002876
Caust.v2_002763-RB	Caust.v2_002763
Caust.v2_002790-RC	Caust.v2_002790
Caust.v2_002913-RA	Caust.v2_002913
Caust.v2_002778-RA	Caust.v2_002778
Caust.v2_002785-RA	Caust.v2_002785
Caust.v2_002828-RA	Caust.v2_002828
Caust.v2_002832-RA	Caust.v2_002832
Caust.v2_018370-RA	Caust.v2_018370
Caust.v2_018369-RA	Caust.v2_018369
Caust.v2_018711-RA	Caust.v2_018711
Caust.v2_018710-RA	Caust.v2_018710
Caust.v2_018709-RA	Caust.v2_018709
Caust.v2_021468-RA	Caust.v2_021468
Caust.v2_011136-RA	Caust.v2_011136
Caust.v2_011148-RA	Caust.v2_011148
Caust.v2_011130-RA	Caust.v2_011130
Caust.v2_011131-RA	Caust.v2_011131
Caust.v2_011139-RA	Caust.v2_011139
Caust.v2_011141-RA	Caust.v2_011141
Caust.v2_011147-RC	Caust.v2_011147
Caust.v2_011142-RA	Caust.v2_011142
Caust.v2_011137-RA	Caust.v2_011137
Caust.v2_011132-RA	Caust.v2_011132
Caust.v2_011133-RA	Caust.v2_011133
Caust.v2_011146-RA	Caust.v2_011146
Caust.v2_011127-RA	Caust.v2_011127
Caust.v2_011147-RA	Caust.v2_011147
Caust.v2_011129-RB	Caust.v2_011129
Caust.v2_011143-RB	Caust.v2_011143
Caust.v2_011135-RA	Caust.v2_011135
Caust.v2_011145-RA	Caust.v2_011145
Caust.v2_011143-RA	Caust.v2_011143
Caust.v2_011140-RA	Caust.v2_011140
Caust.v2_011128-RA	Caust.v2_011128
Caust.v2_011138-RA	Caust.v2_011138
Caust.v2_011144-RA	Caust.v2_011144
Caust.v2_011134-RA	Caust.v2_011134
Caust.v2_011147-RB	Caust.v2_011147
Caust.v2_011138-RB	Caust.v2_011138
Caust.v2_011129-RA	Caust.v2_011129
Caust.v2_011149-RA	Caust.v2_011149
Caust.v2_014229-RA	Caust.v2_014229
Caust.v2_014215-RA	Caust.v2_014215
Caust.v2_014214-RA	Caust.v2_014214
Caust.v2_014231-RA	Caust.v2_014231
Caust.v2_014220-RA	Caust.v2_014220
Caust.v2_014232-RA	Caust.v2_014232
Caust.v2_014227-RA	Caust.v2_014227
Caust.v2_014228-RA	Caust.v2_014228
Caust.v2_014219-RA	Caust.v2_014219
Caust.v2_014217-RA	Caust.v2_014217
Caust.v2_014218-RA	Caust.v2_014218
Caust.v2_014221-RA	Caust.v2_014221
Caust.v2_014224-RA	Caust.v2_014224
Caust.v2_014225-RA	Caust.v2_014225
Caust.v2_014216-RA	Caust.v2_014216
Caust.v2_014226-RA	Caust.v2_014226
Caust.v2_014230-RA	Caust.v2_014230
Caust.v2_014222-RA	Caust.v2_014222
Caust.v2_014223-RA	Caust.v2_014223
Caust.v2_021863-RA	Caust.v2_021863
Caust.v2_021872-RA	Caust.v2_021872
Caust.v2_022354-RA	Caust.v2_022354
Caust.v2_022260-RA	Caust.v2_022260
Caust.v2_022620-RA	Caust.v2_022620
Caust.v2_017264-RA	Caust.v2_017264
Caust.v2_017262-RA	Caust.v2_017262
Caust.v2_017261-RA	Caust.v2_017261
Caust.v2_017263-RA	Caust.v2_017263
Caust.v2_021762-RA	Caust.v2_021762
Caust.v2_017974-RA	Caust.v2_017974
Caust.v2_017977-RA	Caust.v2_017977
Caust.v2_017975-RA	Caust.v2_017975
Caust.v2_017973-RA	Caust.v2_017973
Caust.v2_017976-RA	Caust.v2_017976
Caust.v2_020180-RA	Caust.v2_020180
Caust.v2_020181-RA	Caust.v2_020181
Caust.v2_020096-RA	Caust.v2_020096
Caust.v2_020095-RA	Caust.v2_020095
Caust.v2_020094-RA	Caust.v2_020094
Caust.v2_022296-RA	Caust.v2_022296
Caust.v2_012823-RA	Caust.v2_012823
Caust.v2_012822-RA	Caust.v2_012822
Caust.v2_012818-RA	Caust.v2_012818
Caust.v2_012817-RA	Caust.v2_012817
Caust.v2_012819-RA	Caust.v2_012819
Caust.v2_012818-RE	Caust.v2_012818
Caust.v2_012818-RB	Caust.v2_012818
Caust.v2_012816-RA	Caust.v2_012816
Caust.v2_012821-RA	Caust.v2_012821
Caust.v2_012820-RB	Caust.v2_012820
Caust.v2_012818-RC	Caust.v2_012818
Caust.v2_012820-RA	Caust.v2_012820
Caust.v2_012815-RA	Caust.v2_012815
Caust.v2_012818-RD	Caust.v2_012818
Caust.v2_012819-RB	Caust.v2_012819
Caust.v2_019255-RA	Caust.v2_019255
Caust.v2_019256-RA	Caust.v2_019256
Caust.v2_015146-RA	Caust.v2_015146
Caust.v2_015141-RA	Caust.v2_015141
Caust.v2_015139-RA	Caust.v2_015139
Caust.v2_015148-RA	Caust.v2_015148
Caust.v2_015147-RA	Caust.v2_015147
Caust.v2_015150-RA	Caust.v2_015150
Caust.v2_015142-RA	Caust.v2_015142
Caust.v2_015140-RA	Caust.v2_015140
Caust.v2_015145-RA	Caust.v2_015145
Caust.v2_015149-RA	Caust.v2_015149
Caust.v2_015144-RA	Caust.v2_015144
Caust.v2_015143-RA	Caust.v2_015143
Caust.v2_019864-RA	Caust.v2_019864
Caust.v2_019865-RA	Caust.v2_019865
Caust.v2_019863-RA	Caust.v2_019863
Caust.v2_016502-RA	Caust.v2_016502
Caust.v2_016501-RA	Caust.v2_016501
Caust.v2_016506-RA	Caust.v2_016506
Caust.v2_016503-RA	Caust.v2_016503
Caust.v2_016500-RA	Caust.v2_016500
Caust.v2_016505-RB	Caust.v2_016505
Caust.v2_016504-RA	Caust.v2_016504
Caust.v2_016505-RA	Caust.v2_016505
Caust.v2_018937-RA	Caust.v2_018937
Caust.v2_018936-RA	Caust.v2_018936
Caust.v2_021979-RA	Caust.v2_021979
Caust.v2_022052-RA	Caust.v2_022052
Caust.v2_017703-RA	Caust.v2_017703
Caust.v2_017701-RA	Caust.v2_017701
Caust.v2_017702-RA	Caust.v2_017702
Caust.v2_017700-RA	Caust.v2_017700
Caust.v2_017704-RA	Caust.v2_017704
Caust.v2_021009-RA	Caust.v2_021009
Caust.v2_019332-RA	Caust.v2_019332
Caust.v2_019331-RA	Caust.v2_019331
Caust.v2_019333-RA	Caust.v2_019333
Caust.v2_021499-RA	Caust.v2_021499
Caust.v2_017453-RA	Caust.v2_017453
Caust.v2_017449-RA	Caust.v2_017449
Caust.v2_017451-RA	Caust.v2_017451
Caust.v2_017450-RA	Caust.v2_017450
Caust.v2_017454-RA	Caust.v2_017454
Caust.v2_017452-RA	Caust.v2_017452
Caust.v2_017448-RA	Caust.v2_017448
Caust.v2_017455-RA	Caust.v2_017455
Caust.v2_018716-RA	Caust.v2_018716
Caust.v2_018720-RA	Caust.v2_018720
Caust.v2_018717-RA	Caust.v2_018717
Caust.v2_018719-RA	Caust.v2_018719
Caust.v2_018718-RA	Caust.v2_018718
Caust.v2_022006-RA	Caust.v2_022006
Caust.v2_020784-RA	Caust.v2_020784
Caust.v2_013755-RB	Caust.v2_013755
Caust.v2_013748-RA	Caust.v2_013748
Caust.v2_013749-RA	Caust.v2_013749
Caust.v2_013746-RA	Caust.v2_013746
Caust.v2_013750-RA	Caust.v2_013750
Caust.v2_013752-RA	Caust.v2_013752
Caust.v2_013747-RA	Caust.v2_013747
