GeneID	Function	Orthogroup
LOC100577496	Background	OG0000053
LOC100577497	Background	OG0006567
LOC100577498	Background	OG0005133
LOC100577499	Background	OG0004558
LOC100577501	Background	OG0006217
LOC100577504	Background	OG0005830
LOC100577506	Background	OG0000763
LOC100577507	Background	Unassigned
LOC100577510	Background	OG0009883
LOC100577513	Background	OG0003815
LOC100577515	Background	OG0003622
LOC100577516	Background	OG0000266
LOC100577517	Background	OG0003804
LOC100577519	Background	OG0002428
LOC100577520	Background	OG0008510
LOC100577521	Background	OG0005578
LOC100577522	Background	OG0006978
LOC100577525	Background	OG0005431
LOC100577527	Background	OG0004819
LOC100577530	Background	OG0006615
LOC100577533	Background	OG0004540
LOC100577537	Background	OG0002472
LOC100577538	Background	Unassigned
LOC100577539	Background	OG0010721
LOC100577541	Background	OG0009656
LOC100577542	Background	Unassigned
LOC100577543	Background	OG0003549
LOC100577544	Background	OG0008748
LOC100577546	Background	OG0003696
LOC100577548	Signalling	OG0000042
LOC100577551	Background	OG0009351
LOC100577552	Background	OG0006333
LOC100577553	Background	OG0007359
LOC100577559	Background	Unassigned
LOC100577561	Background	OG0004413
LOC100577562	Background	OG0004824
LOC100577565	Background	Unassigned
LOC100577569	Background	OG0009691
LOC100577571	Background	Unassigned
LOC100577573	Background	Unassigned
LOC100577574	Background	OG0007197
LOC100577575	Background	OG0001482
LOC100577576	Background	OG0003817
LOC100577577	Background	OG0000065
LOC100577578	Background	OG0001344
LOC100577579	Background	OG0003493
LOC100577580	Background	OG0005643
LOC100577582	Background	OG0004725
LOC100577584	Background	OG0002887
LOC100577585	Background	OG0008293
LOC100577587	Background	OG0005094
LOC100577590	Putative Immune	OG0000336
LOC100577594	Background	OG0009647
LOC100577596	Background	OG0001270
LOC100577598	Background	OG0008816
LOC100577600	Background	OG0005389
LOC100577602	Background	OG0007651
LOC100577603	Background	OG0004020
LOC100577605	Background	OG0000517
LOC100577606	Background	OG0003363
LOC100577607	Background	OG0002046
LOC100577610	Background	OG0000571
LOC100577614	Background	OG0008960
LOC100577620	Background	Unassigned
LOC100577623	Background	OG0009419
LOC100577629	Background	OG0006999
LOC100577632	Background	OG0010249
LOC100577634	Background	OG0000119
LOC100577635	Background	OG0001585
LOC100577636	Background	OG0006349
LOC100577638	Background	OG0009053
LOC100577640	Background	OG0009941
LOC100577641	Putative Immune	OG0004867
LOC100577644	Background	OG0004955
LOC100577646	Background	Unassigned
LOC100577648	Background	OG0006721
LOC100577649	Background	OG0000205
LOC100577651	Background	OG0002683
LOC100577654	Background	Unassigned
LOC100577655	Background	OG0010258
LOC100577656	Background	OG0006327
LOC100577661	Background	OG0008260
LOC100577667	Background	Unassigned
LOC100577669	Background	OG0003001
LOC100577670	Background	OG0007409
LOC100577671	Background	OG0000119
LOC100577672	Background	OG0007618
LOC100577673	Background	OG0002475
LOC100577675	Background	OG0002001
LOC100577676	Background	OG0000159
LOC100577678	Background	OG0008788
LOC100577679	Background	OG0005049
LOC100577680	Background	OG0008558
LOC100577681	Background	OG0007175
LOC100577682	Background	OG0004866
LOC100577683	Background	OG0009082
LOC100577687	Background	OG0001883
LOC100577689	Background	OG0004549
LOC100577690	Signalling	OG0004384
LOC100577692	Background	OG0006803
LOC100577693	Background	OG0001574
LOC100577694	Background	OG0005359
LOC100577695	Background	Unassigned
LOC100577696	Background	OG0007015
LOC100577697	Background	OG0003088
LOC100577698	Background	Unassigned
LOC100577699	Background	OG0004676
LOC100577702	Background	OG0004298
LOC100577704	Background	OG0010712
LOC100577707	Background	OG0008029
LOC100577711	Background	OG0009115
LOC100577712	Background	OG0007311
LOC100577715	Background	OG0000119
LOC100577717	Background	OG0003179
LOC100577719	Background	OG0006686
LOC100577721	Background	Unassigned
LOC100577722	Background	OG0002797
LOC100577723	Background	Unassigned
LOC100577724	Background	OG0003921
LOC100577725	Background	OG0009044
LOC100577727	Background	OG0004622
LOC100577731	Background	Unassigned
LOC100577735	Background	OG0004952
LOC100577737	Background	OG0010687
LOC100577739	Background	OG0002316
LOC100577742	Background	OG0003321
LOC100577743	Background	OG0004170
LOC100577744	Background	Unassigned
LOC100577746	Background	OG0007800
LOC100577748	Background	Unassigned
LOC100577749	Background	OG0008365
LOC100577751	Background	OG0006694
LOC100577752	Background	OG0002320
LOC100577753	Background	OG0003682
LOC100577754	Background	Unassigned
LOC100577755	Background	OG0000017
LOC100577756	Background	OG0006927
LOC100577758	Background	OG0003529
LOC100577759	Background	Unassigned
LOC100577763	Background	OG0001604
LOC100577764	Recognition	OG0000542
LOC100577766	Background	OG0002152
LOC100577767	Background	OG0010856
LOC100577769	Background	OG0005086
LOC100577771	Background	OG0007239
LOC100577772	Background	Unassigned
LOC100577773	Background	Unassigned
LOC100577777	Background	Unassigned
LOC100577778	Background	OG0009400
LOC100577781	Putative Immune	Unassigned
LOC100577782	Background	Unassigned
LOC100577783	Background	OG0006738
LOC100577784	Background	OG0008498
LOC100577787	Background	OG0001082
LOC100577788	Background	OG0009068
LOC100577789	Background	Unassigned
LOC100577795	Background	OG0007622
LOC100577797	Background	OG0008144
LOC100577798	Background	Unassigned
LOC100577801	Background	OG0002180
LOC100577803	Background	OG0005686
LOC100577805	Background	OG0009185
LOC100577809	Background	OG0010298
LOC100577810	Background	OG0008530
LOC100577815	Background	OG0002644
LOC100577816	Background	OG0008137
LOC100577817	Background	OG0007479
LOC100577819	Background	OG0009626
LOC100577822	Background	Unassigned
LOC100577823	Background	OG0005318
LOC100577825	Background	OG0000235
LOC100577827	Background	Unassigned
LOC100577829	Background	OG0002117
LOC100577833	Putative Immune	OG0000153
LOC100577836	Background	OG0004153
LOC100577839	Background	OG0003530
LOC100577840	Background	OG0009882
LOC100577841	Background	OG0000189
LOC100577844	Recognition	OG0000187
LOC100577845	Background	OG0000720
LOC100577846	Background	OG0000911
LOC100577847	Background	OG0006450
LOC100577848	Background	Unassigned
LOC100577849	Background	OG0000244
LOC100577856	Background	OG0001472
LOC100577863	Background	Unassigned
LOC100577870	Background	OG0006935
LOC100577872	Background	OG0007011
LOC100577875	Background	OG0001188
LOC100577876	Background	OG0005544
LOC100577877	Background	OG0007458
LOC100577879	Background	OG0008330
LOC100577882	Background	OG0003484
LOC100577883	Background	OG0000472
LOC100577885	Background	OG0004616
LOC100577886	Background	OG0005136
LOC100577888	Background	OG0000021
LOC100577889	Background	OG0009114
LOC100577890	Background	OG0010862
LOC100577891	Background	Unassigned
LOC100577894	Background	OG0010290
LOC100577895	Background	OG0010307
LOC100577896	Background	OG0003386
LOC100577899	Background	OG0005046
LOC100577901	Background	OG0002394
LOC100577903	Background	Unassigned
LOC100577905	Background	OG0002463
LOC100577908	Background	OG0005022
LOC100577909	Background	OG0004024
LOC100577912	Background	OG0005028
LOC100577913	Background	OG0007244
LOC100577914	Background	Unassigned
LOC100577915	Background	Unassigned
LOC100577918	Background	OG0009645
LOC100577919	Background	OG0009403
LOC100577920	Background	OG0006456
LOC100577923	Background	OG0006967
LOC100577927	Background	OG0001791
LOC100577929	Background	OG0010731
LOC100577931	Background	OG0007728
LOC100577932	Background	OG0008778
LOC100577936	Background	Unassigned
LOC100577938	Background	OG0000336
LOC100577939	Background	OG0009386
LOC100577941	Background	OG0003180
LOC100577942	Background	OG0004056
LOC100577943	Recognition	OG0002409
LOC100577945	Background	Unassigned
LOC100577949	Background	OG0004951
LOC100577955	Background	OG0008118
LOC100577958	Background	OG0007445
LOC100577959	Background	OG0003489
LOC100577963	Background	OG0006505
LOC100577966	Background	OG0003839
LOC100577967	Background	OG0001814
LOC100577971	Background	Unassigned
LOC100577972	Background	OG0000310
LOC100577974	Background	OG0008913
LOC100577976	Background	OG0003500
LOC100577977	Background	Unassigned
LOC100577978	Background	Unassigned
LOC100577980	Background	OG0002452
LOC100577981	Background	OG0005771
LOC100577982	Background	OG0007143
LOC100577986	Background	OG0001872
LOC100577988	Background	OG0001365
LOC100577992	Background	OG0002355
LOC100577995	Background	OG0005513
LOC100577996	Background	OG0001838
LOC100577997	Background	OG0001080
LOC100577998	Background	OG0003273
LOC100577999	Background	Unassigned
LOC100578001	Background	Unassigned
LOC100578002	Background	OG0004630
LOC100578005	Background	OG0002109
LOC100578006	Background	OG0002864
LOC100578011	Background	OG0001262
LOC100578014	Background	OG0008139
LOC100578015	Background	OG0004858
LOC100578016	Background	Unassigned
LOC100578017	Background	OG0006678
LOC100578019	Background	OG0010856
LOC100578020	Background	OG0008091
LOC100578023	Background	OG0008746
LOC100578025	Background	OG0009047
LOC100578030	Signalling	OG0000446
LOC100578031	Background	OG0003174
LOC100578034	Background	Unassigned
LOC100578035	Background	OG0001487
LOC100578040	Background	OG0003769
LOC100578041	Background	OG0008263
LOC100578042	Background	OG0002614
LOC100578044	Background	OG0010248
LOC100578045	Background	OG0000046
LOC100578046	Background	OG0007464
LOC100578048	Background	OG0009629
LOC100578051	Background	OG0003888
LOC100578053	Background	Unassigned
LOC100578055	Background	OG0004609
LOC100578057	Background	Unassigned
LOC100578059	Background	OG0004591
LOC100578060	Background	OG0009632
LOC100578061	Background	OG0005585
LOC100578066	Background	OG0003160
LOC100578067	Background	OG0002317
LOC100578068	Background	OG0001234
LOC100578071	Background	OG0000288
LOC100578072	Background	OG0006621
LOC100578082	Background	Unassigned
LOC100578084	Recognition	OG0002954
LOC100578085	Background	OG0008743
LOC100578089	Background	OG0002203
LOC100578090	Background	OG0009625
LOC100578091	Background	OG0003290
LOC100578093	Background	OG0001531
LOC100578100	Background	OG0008556
LOC100578101	Background	Unassigned
LOC100578102	Background	Unassigned
LOC100578104	Background	Unassigned
LOC100578105	Background	OG0001709
LOC100578106	Background	OG0008565
LOC100578107	Background	OG0010250
LOC100578109	Background	OG0007556
LOC100578112	Background	OG0007025
LOC100578113	Background	OG0006090
LOC100578115	Background	Unassigned
LOC100578119	Background	OG0007284
LOC100578121	Background	OG0004571
LOC100578123	Background	OG0003513
LOC100578126	Background	OG0007684
LOC100578128	Background	Unassigned
LOC100578129	Background	OG0000237
LOC100578130	Background	OG0003291
LOC100578131	Background	Unassigned
LOC100578132	Background	OG0005119
LOC100578133	Background	Unassigned
LOC100578134	Background	OG0010716
LOC100578137	Background	OG0008966
LOC100578144	Background	OG0002703
LOC100578146	Background	OG0004719
LOC100578151	Background	OG0003519
LOC100578154	Background	Unassigned
LOC100578156	Signalling	OG0009885
LOC100578157	Background	OG0007206
LOC100578159	Background	OG0004588
LOC100578161	Background	Unassigned
LOC100578162	Background	Unassigned
LOC100578165	Background	Unassigned
LOC100578168	Background	OG0007155
LOC100578170	Background	OG0007405
LOC100578173	Background	Unassigned
LOC100578177	Background	OG0006786
LOC100578184	Background	Unassigned
LOC100578187	Background	Unassigned
LOC100578188	Background	OG0007157
LOC100578191	Background	OG0007478
LOC100578193	Background	OG0003514
LOC100578194	Background	Unassigned
LOC100578200	Background	OG0005562
LOC100578201	Background	OG0001649
LOC100578205	Background	OG0007185
LOC100578207	Background	OG0008598
LOC100578209	Background	OG0005660
LOC100578212	Background	OG0008106
LOC100578213	Background	OG0008366
LOC100578215	Background	OG0004463
LOC100578218	Background	OG0006151
LOC100578220	Background	OG0005337
LOC100578223	Background	OG0008707
LOC100578226	Background	OG0005926
LOC100578227	Background	OG0008575
LOC100578232	Background	OG0007595
LOC100578233	Background	OG0005525
LOC100578235	Background	OG0002303
LOC100578236	Background	OG0008623
LOC100578237	Background	OG0003211
LOC100578238	Background	OG0009365
LOC100578239	Background	OG0003070
LOC100578243	Background	OG0001312
LOC100578245	Background	OG0009890
LOC100578246	Background	OG0008559
LOC100578247	Background	OG0009429
LOC100578248	Background	OG0007839
LOC100578249	Background	OG0007430
LOC100578253	Background	OG0007897
LOC100578254	Background	OG0010804
LOC100578255	Background	OG0006215
LOC100578257	Background	OG0003237
LOC100578259	Background	OG0005101
LOC100578260	Background	OG0005032
LOC100578261	Background	Unassigned
LOC100578262	Background	OG0006114
LOC100578263	Background	Unassigned
LOC100578265	Background	OG0008607
LOC100578266	Background	OG0001035
LOC100578269	Background	OG0000988
LOC100578271	Background	OG0003073
LOC100578276	Background	OG0005972
LOC100578277	Background	OG0002140
LOC100578281	Background	OG0000784
LOC100578283	Background	Unassigned
LOC100578285	Background	Unassigned
LOC100578286	Background	OG0008609
LOC100578289	Background	OG0003204
LOC100578296	Background	OG0000792
LOC100578298	Background	OG0007700
LOC100578300	Background	OG0001308
LOC100578307	Putative Immune	OG0009348
LOC100578309	Background	OG0008962
LOC100578311	Background	OG0002636
LOC100578314	Background	OG0005417
LOC100578316	Background	OG0009884
LOC100578317	Background	OG0010831
LOC100578320	Background	Unassigned
LOC100578321	Background	Unassigned
LOC100578323	Background	OG0007397
LOC100578329	Background	OG0000140
LOC100578330	Background	OG0002679
LOC100578332	Background	OG0002888
LOC100578334	Background	OG0007716
LOC100578337	Background	OG0003886
LOC100578339	Background	OG0003481
LOC100578341	Background	OG0009350
LOC100578343	Background	OG0010840
LOC100578345	Background	OG0005305
LOC100578346	Background	OG0009394
LOC100578347	Background	OG0000085
LOC100578349	Background	OG0000909
LOC100578352	Background	OG0000181
LOC100578353	Background	Unassigned
LOC100578354	Background	Unassigned
LOC100578355	Background	OG0003447
LOC100578356	Signalling	OG0003330
LOC100578357	Background	OG0010831
LOC100578360	Background	OG0006698
LOC100578361	Background	Unassigned
LOC100578363	Background	OG0003406
LOC100578366	Background	OG0010822
LOC100578367	Background	Unassigned
LOC100578368	Background	OG0006461
LOC100578370	Background	OG0001047
LOC100578375	Background	Unassigned
LOC100578378	Background	Unassigned
LOC100578380	Background	OG0008536
LOC100578382	Background	OG0008985
LOC100578386	Background	OG0000118
LOC100578388	Background	OG0001367
LOC100578389	Background	OG0007588
LOC100578391	Background	Unassigned
LOC100578394	Background	Unassigned
LOC100578397	Background	OG0009670
LOC100578399	Background	OG0001209
LOC100578400	Background	OG0009931
LOC100578404	Background	OG0006449
LOC100578406	Background	OG0007318
LOC100578409	Background	Unassigned
LOC100578412	Background	OG0007240
LOC100578413	Background	OG0009048
LOC100578417	Background	OG0004067
LOC100578418	Background	OG0009290
LOC100578420	Background	OG0006652
LOC100578421	Background	OG0009315
LOC100578423	Background	OG0003940
LOC100578424	Background	OG0004762
LOC100578428	Background	OG0008491
LOC100578429	Background	OG0006635
LOC100578430	Background	Unassigned
LOC100578433	Background	OG0002530
LOC100578434	Background	OG0003019
LOC100578436	Background	Unassigned
LOC100578437	Background	OG0002960
LOC100578438	Background	Unassigned
LOC100578439	Background	OG0005812
LOC100578440	Background	Unassigned
LOC100578442	Background	OG0002926
LOC100578443	Background	OG0006360
LOC100578444	Background	Unassigned
LOC100578445	Background	OG0007538
LOC100578446	Background	OG0004834
LOC100578448	Background	OG0009051
LOC100578450	Background	OG0005208
LOC100578454	Background	Unassigned
LOC100578455	Background	Unassigned
LOC100578458	Background	Unassigned
LOC100578461	Background	OG0010761
LOC100578464	Background	Unassigned
LOC100578466	Background	OG0002205
LOC100578467	Background	OG0001254
LOC100578468	Background	Unassigned
LOC100578472	Background	OG0008730
LOC100578473	Background	OG0008181
