Transcript	Gene	Protein	CcalID
Caust.v2_000255-RA	Caust.v2_000255	Caust.v2_000255-RA	XP_017880660
Caust.v2_000256-RA	Caust.v2_000256	Caust.v2_000256-RA	XP_026669591
Caust.v2_000256-RB	Caust.v2_000256	Caust.v2_000256-RB	XP_026669591
Caust.v2_000257-RA	Caust.v2_000257	Caust.v2_000257-RA	XP_026669585
Caust.v2_000258-RA	Caust.v2_000258	Caust.v2_000258-RA	XP_017880681
Caust.v2_000259-RA	Caust.v2_000259	Caust.v2_000259-RA	XP_017880701
Caust.v2_000259-RB	Caust.v2_000259	Caust.v2_000259-RB	XP_017880590
Caust.v2_000259-RC	Caust.v2_000259	Caust.v2_000259-RC	XP_017880701
Caust.v2_000259-RD	Caust.v2_000259	Caust.v2_000259-RD	XP_017880701
Caust.v2_000259-RE	Caust.v2_000259	Caust.v2_000259-RE	XP_017880701
Caust.v2_000259-RF	Caust.v2_000259	Caust.v2_000259-RF	XP_017880701
Caust.v2_000259-RG	Caust.v2_000259	Caust.v2_000259-RG	XP_017880701
Caust.v2_000260-RA	Caust.v2_000260	Caust.v2_000260-RA	NA
Caust.v2_000261-RA	Caust.v2_000261	Caust.v2_000261-RA	NA
Caust.v2_000262-RA	Caust.v2_000262	Caust.v2_000262-RA	XP_026669629
Caust.v2_000263-RA	Caust.v2_000263	Caust.v2_000263-RA	XP_026669629
Caust.v2_000264-RA	Caust.v2_000264	Caust.v2_000264-RA	XP_017880646
Caust.v2_000265-RA	Caust.v2_000265	Caust.v2_000265-RA	XP_017880671
Caust.v2_000266-RA	Caust.v2_000266	Caust.v2_000266-RA	XP_026669630
Caust.v2_000266-RB	Caust.v2_000266	Caust.v2_000266-RB	XP_026669630
Caust.v2_000266-RC	Caust.v2_000266	Caust.v2_000266-RC	XP_026669630
Caust.v2_000266-RD	Caust.v2_000266	Caust.v2_000266-RD	XP_026669630
Caust.v2_000267-RA	Caust.v2_000267	Caust.v2_000267-RA	NA
Caust.v2_000268-RA	Caust.v2_000268	Caust.v2_000268-RA	NA
Caust.v2_000269-RA	Caust.v2_000269	Caust.v2_000269-RA	NA
Caust.v2_000270-RA	Caust.v2_000270	Caust.v2_000270-RA	NA
Caust.v2_000271-RA	Caust.v2_000271	Caust.v2_000271-RA	NA
Caust.v2_000272-RA	Caust.v2_000272	Caust.v2_000272-RA	NA
Caust.v2_000273-RA	Caust.v2_000273	Caust.v2_000273-RA	NA
Caust.v2_000274-RA	Caust.v2_000274	Caust.v2_000274-RA	NA
Caust.v2_000275-RA	Caust.v2_000275	Caust.v2_000275-RA	NA
Caust.v2_000276-RA	Caust.v2_000276	Caust.v2_000276-RA	NA
Caust.v2_000277-RA	Caust.v2_000277	Caust.v2_000277-RA	NA
Caust.v2_000278-RA	Caust.v2_000278	Caust.v2_000278-RA	NA
Caust.v2_000279-RA	Caust.v2_000279	Caust.v2_000279-RA	NA
Caust.v2_000280-RA	Caust.v2_000280	Caust.v2_000280-RA	NA
Caust.v2_000281-RA	Caust.v2_000281	Caust.v2_000281-RA	XP_017880696
Caust.v2_000282-RA	Caust.v2_000282	Caust.v2_000282-RA	XP_017880698
Caust.v2_000283-RA	Caust.v2_000283	Caust.v2_000283-RA	XP_017880630
Caust.v2_000284-RA	Caust.v2_000284	Caust.v2_000284-RA	XP_026669615
Caust.v2_000284-RB	Caust.v2_000284	Caust.v2_000284-RB	XP_026669615
Caust.v2_000284-RC	Caust.v2_000284	Caust.v2_000284-RC	XP_026669615
Caust.v2_000284-RD	Caust.v2_000284	Caust.v2_000284-RD	XP_026669615
Caust.v2_000284-RE	Caust.v2_000284	Caust.v2_000284-RE	XP_026669615
Caust.v2_000284-RF	Caust.v2_000284	Caust.v2_000284-RF	XP_026669615
Caust.v2_000285-RA	Caust.v2_000285	Caust.v2_000285-RA	XP_026669618
Caust.v2_000286-RA	Caust.v2_000286	Caust.v2_000286-RA	XP_017880651
Caust.v2_000287-RA	Caust.v2_000287	Caust.v2_000287-RA	NA
Caust.v2_000288-RA	Caust.v2_000288	Caust.v2_000288-RA	NA
Caust.v2_000289-RA	Caust.v2_000289	Caust.v2_000289-RA	NA
Caust.v2_000290-RA	Caust.v2_000290	Caust.v2_000290-RA	NA
Caust.v2_000291-RA	Caust.v2_000291	Caust.v2_000291-RA	NA
Caust.v2_000292-RA	Caust.v2_000292	Caust.v2_000292-RA	NA
Caust.v2_000293-RA	Caust.v2_000293	Caust.v2_000293-RA	XP_017880638
Caust.v2_000294-RA	Caust.v2_000294	Caust.v2_000294-RA	XP_026669621
Caust.v2_000294-RB	Caust.v2_000294	Caust.v2_000294-RB	XP_026669623
Caust.v2_000295-RA	Caust.v2_000295	Caust.v2_000295-RA	NA
Caust.v2_000296-RA	Caust.v2_000296	Caust.v2_000296-RA	NA
Caust.v2_000297-RA	Caust.v2_000297	Caust.v2_000297-RA	NA
Caust.v2_000298-RA	Caust.v2_000298	Caust.v2_000298-RA	XP_026669619
Caust.v2_000298-RB	Caust.v2_000298	Caust.v2_000298-RB	XP_026669619
Caust.v2_000298-RC	Caust.v2_000298	Caust.v2_000298-RC	XP_026669619
Caust.v2_000298-RD	Caust.v2_000298	Caust.v2_000298-RD	XP_026669619
Caust.v2_000299-RA	Caust.v2_000299	Caust.v2_000299-RA	XP_017880608
Caust.v2_000300-RA	Caust.v2_000300	Caust.v2_000300-RA	NA
Caust.v2_000301-RA	Caust.v2_000301	Caust.v2_000301-RA	XP_017880612
Caust.v2_000302-RA	Caust.v2_000302	Caust.v2_000302-RA	XP_017880613
Caust.v2_000303-RA	Caust.v2_000303	Caust.v2_000303-RA	XP_017880606
Caust.v2_000303-RB	Caust.v2_000303	Caust.v2_000303-RB	XP_017880606
Caust.v2_000303-RC	Caust.v2_000303	Caust.v2_000303-RC	XP_017880606
Caust.v2_000304-RA	Caust.v2_000304	Caust.v2_000304-RA	XP_017880604
Caust.v2_000305-RA	Caust.v2_000305	Caust.v2_000305-RA	NA
Caust.v2_000306-RA	Caust.v2_000306	Caust.v2_000306-RA	NA
Caust.v2_000307-RA	Caust.v2_000307	Caust.v2_000307-RA	NA
Caust.v2_000308-RA	Caust.v2_000308	Caust.v2_000308-RA	XP_026669604
Caust.v2_000309-RA	Caust.v2_000309	Caust.v2_000309-RA	XP_026669613
Caust.v2_000309-RB	Caust.v2_000309	Caust.v2_000309-RB	XP_026669613
Caust.v2_000309-RC	Caust.v2_000309	Caust.v2_000309-RC	XP_026669613
Caust.v2_000309-RD	Caust.v2_000309	Caust.v2_000309-RD	XP_026669613
Caust.v2_000309-RE	Caust.v2_000309	Caust.v2_000309-RE	XP_026669613
Caust.v2_000310-RA	Caust.v2_000310	Caust.v2_000310-RA	XP_017880614
Caust.v2_000311-RA	Caust.v2_000311	Caust.v2_000311-RA	XP_017880619
Caust.v2_000311-RB	Caust.v2_000311	Caust.v2_000311-RB	XP_017880616
Caust.v2_000311-RC	Caust.v2_000311	Caust.v2_000311-RC	XP_017880619
Caust.v2_000311-RD	Caust.v2_000311	Caust.v2_000311-RD	XP_017880619
Caust.v2_000311-RE	Caust.v2_000311	Caust.v2_000311-RE	XP_017880619
Caust.v2_000311-RF	Caust.v2_000311	Caust.v2_000311-RF	XP_017880627
Caust.v2_000312-RA	Caust.v2_000312	Caust.v2_000312-RA	XP_026669614
Caust.v2_000313-RA	Caust.v2_000313	Caust.v2_000313-RA	XP_026669612
Caust.v2_000314-RA	Caust.v2_000314	Caust.v2_000314-RA	NA
Caust.v2_000315-RA	Caust.v2_000315	Caust.v2_000315-RA	NA
Caust.v2_000316-RA	Caust.v2_000316	Caust.v2_000316-RA	NA
Caust.v2_000317-RA	Caust.v2_000317	Caust.v2_000317-RA	NA
Caust.v2_000318-RA	Caust.v2_000318	Caust.v2_000318-RA	NA
Caust.v2_000319-RA	Caust.v2_000319	Caust.v2_000319-RA	NA
Caust.v2_000320-RA	Caust.v2_000320	Caust.v2_000320-RA	NA
Caust.v2_000321-RA	Caust.v2_000321	Caust.v2_000321-RA	NA
Caust.v2_000322-RA	Caust.v2_000322	Caust.v2_000322-RA	XP_026669003
Caust.v2_000323-RA	Caust.v2_000323	Caust.v2_000323-RA	XP_017880587
Caust.v2_000323-RB	Caust.v2_000323	Caust.v2_000323-RB	XP_017880587
Caust.v2_000323-RC	Caust.v2_000323	Caust.v2_000323-RC	XP_017880587
Caust.v2_000323-RD	Caust.v2_000323	Caust.v2_000323-RD	XP_017880587
Caust.v2_000323-RE	Caust.v2_000323	Caust.v2_000323-RE	XP_017880587
Caust.v2_000323-RF	Caust.v2_000323	Caust.v2_000323-RF	XP_017880587
Caust.v2_000323-RG	Caust.v2_000323	Caust.v2_000323-RG	XP_017880587
Caust.v2_000323-RH	Caust.v2_000323	Caust.v2_000323-RH	XP_017880587
Caust.v2_000323-RI	Caust.v2_000323	Caust.v2_000323-RI	XP_017880587
Caust.v2_000323-RJ	Caust.v2_000323	Caust.v2_000323-RJ	XP_017880688
Caust.v2_000323-RK	Caust.v2_000323	Caust.v2_000323-RK	XP_017880688
Caust.v2_000324-RA	Caust.v2_000324	Caust.v2_000324-RA	XP_017880689
Caust.v2_000325-RA	Caust.v2_000325	Caust.v2_000325-RA	XP_026669599
Caust.v2_000326-RA	Caust.v2_000326	Caust.v2_000326-RA	XP_017880641
Caust.v2_000327-RA	Caust.v2_000327	Caust.v2_000327-RA	NA
Caust.v2_000328-RA	Caust.v2_000328	Caust.v2_000328-RA	NA
Caust.v2_000329-RA	Caust.v2_000329	Caust.v2_000329-RA	NA
Caust.v2_000330-RA	Caust.v2_000330	Caust.v2_000330-RA	NA
Caust.v2_000331-RA	Caust.v2_000331	Caust.v2_000331-RA	NA
Caust.v2_000332-RA	Caust.v2_000332	Caust.v2_000332-RA	NA
Caust.v2_000333-RA	Caust.v2_000333	Caust.v2_000333-RA	NA
Caust.v2_000334-RA	Caust.v2_000334	Caust.v2_000334-RA	NA
Caust.v2_000335-RA	Caust.v2_000335	Caust.v2_000335-RA	XP_017880641
Caust.v2_000336-RA	Caust.v2_000336	Caust.v2_000336-RA	NA
Caust.v2_000337-RA	Caust.v2_000337	Caust.v2_000337-RA	XP_017880641
Caust.v2_000338-RA	Caust.v2_000338	Caust.v2_000338-RA	NA
Caust.v2_000339-RA	Caust.v2_000339	Caust.v2_000339-RA	NA
Caust.v2_000340-RA	Caust.v2_000340	Caust.v2_000340-RA	NA
Caust.v2_000341-RA	Caust.v2_000341	Caust.v2_000341-RA	NA
Caust.v2_000342-RA	Caust.v2_000342	Caust.v2_000342-RA	XP_017880641
Caust.v2_000343-RA	Caust.v2_000343	Caust.v2_000343-RA	NA
Caust.v2_000344-RA	Caust.v2_000344	Caust.v2_000344-RA	NA
Caust.v2_000345-RA	Caust.v2_000345	Caust.v2_000345-RA	NA
Caust.v2_000346-RA	Caust.v2_000346	Caust.v2_000346-RA	XP_026668137
Caust.v2_000346-RB	Caust.v2_000346	Caust.v2_000346-RB	XP_026668137
Caust.v2_000346-RC	Caust.v2_000346	Caust.v2_000346-RC	XP_026668137
Caust.v2_000346-RD	Caust.v2_000346	Caust.v2_000346-RD	XP_026668137
Caust.v2_000346-RE	Caust.v2_000346	Caust.v2_000346-RE	XP_026668137
Caust.v2_000346-RF	Caust.v2_000346	Caust.v2_000346-RF	XP_026668137
Caust.v2_000346-RG	Caust.v2_000346	Caust.v2_000346-RG	XP_026668137
Caust.v2_000346-RH	Caust.v2_000346	Caust.v2_000346-RH	XP_026668137
Caust.v2_000347-RA	Caust.v2_000347	Caust.v2_000347-RA	NA
Caust.v2_000348-RA	Caust.v2_000348	Caust.v2_000348-RA	NA
Caust.v2_000349-RA	Caust.v2_000349	Caust.v2_000349-RA	NA
Caust.v2_000350-RA	Caust.v2_000350	Caust.v2_000350-RA	NA
Caust.v2_000351-RA	Caust.v2_000351	Caust.v2_000351-RA	XP_026668137
Caust.v2_000352-RA	Caust.v2_000352	Caust.v2_000352-RA	XP_017887185
Caust.v2_000353-RA	Caust.v2_000353	Caust.v2_000353-RA	XP_026672962
Caust.v2_000354-RA	Caust.v2_000354	Caust.v2_000354-RA	XP_017887350
Caust.v2_000354-RB	Caust.v2_000354	Caust.v2_000354-RB	XP_017887350
Caust.v2_000354-RC	Caust.v2_000354	Caust.v2_000354-RC	XP_017887350
Caust.v2_000355-RA	Caust.v2_000355	Caust.v2_000355-RA	XP_017887365
Caust.v2_000356-RA	Caust.v2_000356	Caust.v2_000356-RA	XP_017887352
Caust.v2_000357-RA	Caust.v2_000357	Caust.v2_000357-RA	XP_026672959
Caust.v2_000358-RA	Caust.v2_000358	Caust.v2_000358-RA	XP_026669943
Caust.v2_000359-RA	Caust.v2_000359	Caust.v2_000359-RA	NA
Caust.v2_000360-RA	Caust.v2_000360	Caust.v2_000360-RA	XP_017881304
Caust.v2_000361-RA	Caust.v2_000361	Caust.v2_000361-RA	XP_026669953
Caust.v2_000362-RA	Caust.v2_000362	Caust.v2_000362-RA	NA
Caust.v2_000363-RA	Caust.v2_000363	Caust.v2_000363-RA	NA
Caust.v2_000364-RA	Caust.v2_000364	Caust.v2_000364-RA	NA
Caust.v2_000365-RA	Caust.v2_000365	Caust.v2_000365-RA	NA
Caust.v2_000366-RA	Caust.v2_000366	Caust.v2_000366-RA	XP_017881269
Caust.v2_000367-RA	Caust.v2_000367	Caust.v2_000367-RA	NA
Caust.v2_000368-RA	Caust.v2_000368	Caust.v2_000368-RA	NA
Caust.v2_000369-RA	Caust.v2_000369	Caust.v2_000369-RA	XP_017881194
Caust.v2_000370-RA	Caust.v2_000370	Caust.v2_000370-RA	XP_017881317
Caust.v2_000370-RB	Caust.v2_000370	Caust.v2_000370-RB	XP_017881317
Caust.v2_000371-RA	Caust.v2_000371	Caust.v2_000371-RA	XP_017881195
Caust.v2_000372-RA	Caust.v2_000372	Caust.v2_000372-RA	XP_026669887
Caust.v2_000373-RA	Caust.v2_000373	Caust.v2_000373-RA	XP_026670578
Caust.v2_000374-RA	Caust.v2_000374	Caust.v2_000374-RA	NA
Caust.v2_000375-RA	Caust.v2_000375	Caust.v2_000375-RA	XP_017881181
Caust.v2_000376-RA	Caust.v2_000376	Caust.v2_000376-RA	XP_017881237
Caust.v2_000377-RA	Caust.v2_000377	Caust.v2_000377-RA	XP_026669948
Caust.v2_000377-RB	Caust.v2_000377	Caust.v2_000377-RB	XP_026669948
Caust.v2_000378-RA	Caust.v2_000378	Caust.v2_000378-RA	XP_026669951
Caust.v2_000379-RA	Caust.v2_000379	Caust.v2_000379-RA	XP_017881247
Caust.v2_000379-RB	Caust.v2_000379	Caust.v2_000379-RB	XP_017881247
Caust.v2_000380-RA	Caust.v2_000380	Caust.v2_000380-RA	XP_017881235
Caust.v2_000381-RA	Caust.v2_000381	Caust.v2_000381-RA	XP_026669949
Caust.v2_000382-RA	Caust.v2_000382	Caust.v2_000382-RA	NA
Caust.v2_000383-RA	Caust.v2_000383	Caust.v2_000383-RA	NA
Caust.v2_000384-RA	Caust.v2_000384	Caust.v2_000384-RA	NA
Caust.v2_000385-RA	Caust.v2_000385	Caust.v2_000385-RA	NA
Caust.v2_000386-RA	Caust.v2_000386	Caust.v2_000386-RA	NA
Caust.v2_000387-RA	Caust.v2_000387	Caust.v2_000387-RA	NA
Caust.v2_000388-RA	Caust.v2_000388	Caust.v2_000388-RA	NA
Caust.v2_000389-RA	Caust.v2_000389	Caust.v2_000389-RA	NA
Caust.v2_000390-RA	Caust.v2_000390	Caust.v2_000390-RA	NA
Caust.v2_000391-RA	Caust.v2_000391	Caust.v2_000391-RA	NA
Caust.v2_000392-RA	Caust.v2_000392	Caust.v2_000392-RA	NA
Caust.v2_000393-RA	Caust.v2_000393	Caust.v2_000393-RA	NA
Caust.v2_000394-RA	Caust.v2_000394	Caust.v2_000394-RA	NA
Caust.v2_000395-RA	Caust.v2_000395	Caust.v2_000395-RA	XP_017881248
Caust.v2_000396-RA	Caust.v2_000396	Caust.v2_000396-RA	XP_026669909
Caust.v2_000397-RA	Caust.v2_000397	Caust.v2_000397-RA	XP_017881190
Caust.v2_000398-RA	Caust.v2_000398	Caust.v2_000398-RA	XP_026669908
Caust.v2_000399-RA	Caust.v2_000399	Caust.v2_000399-RA	XP_017881177
Caust.v2_000400-RA	Caust.v2_000400	Caust.v2_000400-RA	XP_017877504
Caust.v2_000401-RA	Caust.v2_000401	Caust.v2_000401-RA	XP_017877499
Caust.v2_000402-RA	Caust.v2_000402	Caust.v2_000402-RA	XP_017877502
Caust.v2_000403-RA	Caust.v2_000403	Caust.v2_000403-RA	XP_017877498
Caust.v2_000404-RA	Caust.v2_000404	Caust.v2_000404-RA	XP_017877498
Caust.v2_000405-RA	Caust.v2_000405	Caust.v2_000405-RA	NA
Caust.v2_000406-RA	Caust.v2_000406	Caust.v2_000406-RA	XP_026668091
Caust.v2_000407-RA	Caust.v2_000407	Caust.v2_000407-RA	XP_026668148
Caust.v2_000407-RB	Caust.v2_000407	Caust.v2_000407-RB	XP_026668148
Caust.v2_000407-RC	Caust.v2_000407	Caust.v2_000407-RC	XP_026668148
Caust.v2_000408-RA	Caust.v2_000408	Caust.v2_000408-RA	XP_026668146
Caust.v2_000409-RA	Caust.v2_000409	Caust.v2_000409-RA	NA
Caust.v2_000410-RA	Caust.v2_000410	Caust.v2_000410-RA	NA
Caust.v2_000411-RA	Caust.v2_000411	Caust.v2_000411-RA	XP_026668146
Caust.v2_000412-RA	Caust.v2_000412	Caust.v2_000412-RA	XP_026668146
Caust.v2_000413-RA	Caust.v2_000413	Caust.v2_000413-RA	NA
Caust.v2_000414-RA	Caust.v2_000414	Caust.v2_000414-RA	NA
Caust.v2_000415-RA	Caust.v2_000415	Caust.v2_000415-RA	NA
Caust.v2_000416-RA	Caust.v2_000416	Caust.v2_000416-RA	NA
Caust.v2_000417-RA	Caust.v2_000417	Caust.v2_000417-RA	NA
Caust.v2_000418-RA	Caust.v2_000418	Caust.v2_000418-RA	NA
Caust.v2_000419-RA	Caust.v2_000419	Caust.v2_000419-RA	NA
Caust.v2_000420-RA	Caust.v2_000420	Caust.v2_000420-RA	NA
Caust.v2_000421-RA	Caust.v2_000421	Caust.v2_000421-RA	NA
Caust.v2_000422-RA	Caust.v2_000422	Caust.v2_000422-RA	NA
Caust.v2_000423-RA	Caust.v2_000423	Caust.v2_000423-RA	NA
Caust.v2_000424-RA	Caust.v2_000424	Caust.v2_000424-RA	NA
Caust.v2_000425-RA	Caust.v2_000425	Caust.v2_000425-RA	NA
Caust.v2_000426-RA	Caust.v2_000426	Caust.v2_000426-RA	NA
Caust.v2_000427-RA	Caust.v2_000427	Caust.v2_000427-RA	NA
Caust.v2_000428-RA	Caust.v2_000428	Caust.v2_000428-RA	XP_026668086
Caust.v2_000429-RA	Caust.v2_000429	Caust.v2_000429-RA	NA
Caust.v2_000430-RA	Caust.v2_000430	Caust.v2_000430-RA	NA
Caust.v2_000431-RA	Caust.v2_000431	Caust.v2_000431-RA	XP_026668077
Caust.v2_000431-RB	Caust.v2_000431	Caust.v2_000431-RB	XP_026668077
Caust.v2_000431-RC	Caust.v2_000431	Caust.v2_000431-RC	XP_026668077
Caust.v2_000432-RA	Caust.v2_000432	Caust.v2_000432-RA	NA
Caust.v2_000433-RA	Caust.v2_000433	Caust.v2_000433-RA	XP_026668086
Caust.v2_000434-RA	Caust.v2_000434	Caust.v2_000434-RA	NA
Caust.v2_000435-RA	Caust.v2_000435	Caust.v2_000435-RA	NA
Caust.v2_000436-RA	Caust.v2_000436	Caust.v2_000436-RA	XP_017877489
Caust.v2_000436-RB	Caust.v2_000436	Caust.v2_000436-RB	XP_017877489
Caust.v2_000437-RA	Caust.v2_000437	Caust.v2_000437-RA	XP_026668083
Caust.v2_000437-RB	Caust.v2_000437	Caust.v2_000437-RB	XP_026668083
Caust.v2_000438-RA	Caust.v2_000438	Caust.v2_000438-RA	NA
Caust.v2_000439-RA	Caust.v2_000439	Caust.v2_000439-RA	NA
Caust.v2_000440-RA	Caust.v2_000440	Caust.v2_000440-RA	XP_026668082
Caust.v2_000441-RA	Caust.v2_000441	Caust.v2_000441-RA	XP_026668088
Caust.v2_000442-RA	Caust.v2_000442	Caust.v2_000442-RA	XP_026668135
Caust.v2_000443-RA	Caust.v2_000443	Caust.v2_000443-RA	XP_017877544
Caust.v2_000444-RA	Caust.v2_000444	Caust.v2_000444-RA	XP_026668087
Caust.v2_000445-RA	Caust.v2_000445	Caust.v2_000445-RA	XP_017877541
Caust.v2_000446-RA	Caust.v2_000446	Caust.v2_000446-RA	NA
Caust.v2_000447-RA	Caust.v2_000447	Caust.v2_000447-RA	XP_026668140
Caust.v2_000448-RA	Caust.v2_000448	Caust.v2_000448-RA	XP_017877469
Caust.v2_000449-RA	Caust.v2_000449	Caust.v2_000449-RA	XP_026666791
Caust.v2_000449-RB	Caust.v2_000449	Caust.v2_000449-RB	XP_026666791
Caust.v2_000450-RA	Caust.v2_000450	Caust.v2_000450-RA	XP_026666798
Caust.v2_000450-RB	Caust.v2_000450	Caust.v2_000450-RB	XP_026666798
Caust.v2_000451-RA	Caust.v2_000451	Caust.v2_000451-RA	XP_017893509
Caust.v2_000452-RA	Caust.v2_000452	Caust.v2_000452-RA	NA
Caust.v2_000453-RA	Caust.v2_000453	Caust.v2_000453-RA	NA
Caust.v2_000454-RA	Caust.v2_000454	Caust.v2_000454-RA	NA
Caust.v2_000455-RA	Caust.v2_000455	Caust.v2_000455-RA	XP_017893541
Caust.v2_000456-RA	Caust.v2_000456	Caust.v2_000456-RA	NA
Caust.v2_000457-RA	Caust.v2_000457	Caust.v2_000457-RA	NA
Caust.v2_000458-RA	Caust.v2_000458	Caust.v2_000458-RA	NA
Caust.v2_000459-RA	Caust.v2_000459	Caust.v2_000459-RA	NA
Caust.v2_000460-RA	Caust.v2_000460	Caust.v2_000460-RA	XP_017893541
Caust.v2_000461-RA	Caust.v2_000461	Caust.v2_000461-RA	NA
Caust.v2_000462-RA	Caust.v2_000462	Caust.v2_000462-RA	NA
Caust.v2_000463-RA	Caust.v2_000463	Caust.v2_000463-RA	NA
Caust.v2_000464-RA	Caust.v2_000464	Caust.v2_000464-RA	NA
Caust.v2_000465-RA	Caust.v2_000465	Caust.v2_000465-RA	XP_017893448
Caust.v2_000466-RA	Caust.v2_000466	Caust.v2_000466-RA	NA
Caust.v2_000467-RA	Caust.v2_000467	Caust.v2_000467-RA	NA
Caust.v2_000468-RA	Caust.v2_000468	Caust.v2_000468-RA	NA
Caust.v2_000469-RA	Caust.v2_000469	Caust.v2_000469-RA	XP_017893450
Caust.v2_000470-RA	Caust.v2_000470	Caust.v2_000470-RA	NA
Caust.v2_000471-RA	Caust.v2_000471	Caust.v2_000471-RA	NA
Caust.v2_000472-RA	Caust.v2_000472	Caust.v2_000472-RA	XP_017893445
Caust.v2_000473-RA	Caust.v2_000473	Caust.v2_000473-RA	NA
Caust.v2_000474-RA	Caust.v2_000474	Caust.v2_000474-RA	XP_017893450
Caust.v2_000475-RA	Caust.v2_000475	Caust.v2_000475-RA	NA
Caust.v2_000476-RA	Caust.v2_000476	Caust.v2_000476-RA	NA
Caust.v2_000477-RA	Caust.v2_000477	Caust.v2_000477-RA	NA
Caust.v2_000478-RA	Caust.v2_000478	Caust.v2_000478-RA	NA
Caust.v2_000479-RA	Caust.v2_000479	Caust.v2_000479-RA	NA
Caust.v2_000480-RA	Caust.v2_000480	Caust.v2_000480-RA	NA
Caust.v2_000481-RA	Caust.v2_000481	Caust.v2_000481-RA	NA
Caust.v2_000482-RA	Caust.v2_000482	Caust.v2_000482-RA	NA
Caust.v2_000483-RA	Caust.v2_000483	Caust.v2_000483-RA	NA
Caust.v2_000484-RA	Caust.v2_000484	Caust.v2_000484-RA	XP_017893352
Caust.v2_000485-RA	Caust.v2_000485	Caust.v2_000485-RA	NA
Caust.v2_000486-RA	Caust.v2_000486	Caust.v2_000486-RA	NA
Caust.v2_000487-RA	Caust.v2_000487	Caust.v2_000487-RA	XP_026666787
Caust.v2_000488-RA	Caust.v2_000488	Caust.v2_000488-RA	NA
Caust.v2_000489-RA	Caust.v2_000489	Caust.v2_000489-RA	XP_017893408
Caust.v2_000490-RA	Caust.v2_000490	Caust.v2_000490-RA	XP_026666682
Caust.v2_000491-RA	Caust.v2_000491	Caust.v2_000491-RA	XP_017893366
Caust.v2_000492-RA	Caust.v2_000492	Caust.v2_000492-RA	XP_017893395
Caust.v2_000493-RA	Caust.v2_000493	Caust.v2_000493-RA	XP_017893394
Caust.v2_000493-RB	Caust.v2_000493	Caust.v2_000493-RB	XP_017893394
Caust.v2_000493-RC	Caust.v2_000493	Caust.v2_000493-RC	XP_017893394
Caust.v2_000494-RA	Caust.v2_000494	Caust.v2_000494-RA	XP_017893458
Caust.v2_000495-RA	Caust.v2_000495	Caust.v2_000495-RA	NA
Caust.v2_000496-RA	Caust.v2_000496	Caust.v2_000496-RA	XP_026666804
Caust.v2_000497-RA	Caust.v2_000497	Caust.v2_000497-RA	NA
Caust.v2_000498-RA	Caust.v2_000498	Caust.v2_000498-RA	NA
Caust.v2_000499-RA	Caust.v2_000499	Caust.v2_000499-RA	NA
Caust.v2_000500-RA	Caust.v2_000500	Caust.v2_000500-RA	NA
Caust.v2_000501-RA	Caust.v2_000501	Caust.v2_000501-RA	NA
Caust.v2_000502-RA	Caust.v2_000502	Caust.v2_000502-RA	XP_017893380
Caust.v2_000503-RA	Caust.v2_000503	Caust.v2_000503-RA	XP_026666689
Caust.v2_000504-RA	Caust.v2_000504	Caust.v2_000504-RA	XP_017893396
Caust.v2_000505-RA	Caust.v2_000505	Caust.v2_000505-RA	NA
Caust.v2_000506-RA	Caust.v2_000506	Caust.v2_000506-RA	NA
Caust.v2_000507-RA	Caust.v2_000507	Caust.v2_000507-RA	NA
Caust.v2_000508-RA	Caust.v2_000508	Caust.v2_000508-RA	NA
Caust.v2_000509-RA	Caust.v2_000509	Caust.v2_000509-RA	XP_017891620
Caust.v2_000510-RA	Caust.v2_000510	Caust.v2_000510-RA	XP_017893386
Caust.v2_000511-RA	Caust.v2_000511	Caust.v2_000511-RA	NA
Caust.v2_000512-RA	Caust.v2_000512	Caust.v2_000512-RA	NA
Caust.v2_000513-RA	Caust.v2_000513	Caust.v2_000513-RA	NA
Caust.v2_000514-RA	Caust.v2_000514	Caust.v2_000514-RA	NA
Caust.v2_000515-RA	Caust.v2_000515	Caust.v2_000515-RA	NA
Caust.v2_000516-RA	Caust.v2_000516	Caust.v2_000516-RA	NA
Caust.v2_000517-RA	Caust.v2_000517	Caust.v2_000517-RA	NA
Caust.v2_000518-RA	Caust.v2_000518	Caust.v2_000518-RA	NA
Caust.v2_000519-RA	Caust.v2_000519	Caust.v2_000519-RA	NA
Caust.v2_000520-RA	Caust.v2_000520	Caust.v2_000520-RA	NA
Caust.v2_000521-RA	Caust.v2_000521	Caust.v2_000521-RA	XP_026666811
Caust.v2_000522-RA	Caust.v2_000522	Caust.v2_000522-RA	NA
Caust.v2_000523-RA	Caust.v2_000523	Caust.v2_000523-RA	NA
Caust.v2_000524-RA	Caust.v2_000524	Caust.v2_000524-RA	NA
Caust.v2_000524-RB	Caust.v2_000524	Caust.v2_000524-RB	NA
Caust.v2_000525-RA	Caust.v2_000525	Caust.v2_000525-RA	NA
Caust.v2_000526-RA	Caust.v2_000526	Caust.v2_000526-RA	NA
Caust.v2_000527-RA	Caust.v2_000527	Caust.v2_000527-RA	NA
Caust.v2_000528-RA	Caust.v2_000528	Caust.v2_000528-RA	NA
Caust.v2_000529-RA	Caust.v2_000529	Caust.v2_000529-RA	NA
Caust.v2_000530-RA	Caust.v2_000530	Caust.v2_000530-RA	NA
Caust.v2_000531-RA	Caust.v2_000531	Caust.v2_000531-RA	XP_017893371
