LOC106783577	XM_014746502.1
LOC106784452	XM_014743997.1
LOC106784453	XM_014743999.1
LOC106784454	XM_014744000.1
LOC106784455	XM_014744002.1
LOC106784456	XM_014744007.1
LOC106784457	XM_014744003.1
LOC106784458	XR_001381420.1
LOC106784459	XM_014744009.1
LOC106784460	XM_014744013.1
LOC106784461	XM_014744016.1
LOC106784462	XM_014744035.1
LOC106784463	XM_014744018.1
LOC106784464	XM_014744021.1
LOC106784465	XM_014744022.1
LOC106784466	XM_014744023.1
LOC106784467	XM_014744026.1
LOC106784468	XM_014744027.1
LOC106784469	XM_014744029.1
LOC106784470	XM_014744030.1
LOC106784471	XM_014744031.1
LOC106784472	XM_014744032.1
LOC106784473	XM_014744033.1
LOC106784474	XM_014744034.1
LOC106784475	XM_014744036.1
LOC106784476	XM_014744051.1
LOC106784477	XM_014744065.1
LOC106784478	XM_014744062.1
LOC106784479	XM_014744063.1
LOC106784480	XM_014744066.1
LOC106784481	XM_014744067.1
LOC106784482	XM_014744069.1
LOC106784483	XM_014744070.1
LOC106784484	XM_014744071.1
LOC106784485	XM_014744078.1
LOC106784486	XM_014744080.1
LOC106784487	XM_014744081.1
LOC106784488	XM_014744090.1
LOC106784489	XM_014744091.1
LOC106784490	XM_014744101.1
LOC106784491	XM_014744102.1
LOC106784492	XM_014744106.1
LOC106784493	XM_014744103.1
LOC106784494	XM_014744104.1
LOC106784495	XM_014744105.1
LOC106784496	XM_014744107.1
LOC106784497	XM_014744109.1
LOC106784498	XM_014744110.1
LOC106784499	XM_014744111.1
LOC106784500	XM_014744112.1
LOC106784501	XM_014744113.1
LOC106784502	XM_014744116.1
LOC106784503	XM_014744118.1
LOC106784504	XM_014744119.1
LOC106784505	XM_014744120.1
LOC106784506	XM_014744121.1
LOC106784507	XM_014744126.1
LOC106784508	XM_014744123.1
LOC106784509	XM_014744124.1
LOC106784510	XM_014744125.1
LOC106784511	XM_014744127.1
LOC106784512	XR_001381424.1
LOC106784513	XM_014744128.1
LOC106784514	XM_014744131.1
LOC106784515	XM_014744134.1
LOC106784516	XM_014744139.1
LOC106784517	XM_014744137.1
LOC106784518	XM_014744140.1
LOC106784519	XM_014744142.1
LOC106784520	XM_014744147.1
LOC106784521	XM_014744149.1
LOC106784522	XM_014744150.1
LOC106784523	XM_014744152.1
LOC106784524	XM_014744163.1
LOC106784525	XM_014744170.1
LOC106784526	XM_014744178.1
LOC106784527	XM_014744174.1
LOC106784528	XM_014744176.1
LOC106784529	XM_014744184.1
LOC106784530	XM_014744193.1
LOC106784531	XM_014744189.1
LOC106784532	XM_014744200.1
LOC106784533	XM_014744201.1
LOC106784534	XM_014744202.1
LOC106784535	XM_014744207.1
LOC106784536	XM_014744208.1
LOC106784537	XM_014744209.1
LOC106784538	XM_014744211.1
LOC106784539	XM_014744212.1
LOC106784540	XR_001381426.1
LOC106784541	XM_014744215.1
LOC106784542	XM_014744219.1
LOC106784543	XM_014744217.1
LOC106784544	XM_014744218.1
LOC106784545	XM_014744222.1
LOC106784546	XM_014744233.1
LOC106784547	XM_014744230.1
LOC106784548	XM_014744231.1
LOC106784549	XM_014744232.1
LOC106784550	XM_014744234.1
LOC106784551	XM_014744235.1
LOC106784552	XM_014744236.1
LOC106784553	XM_014744238.1
LOC106784554	XM_014744239.1
LOC106784555	XM_014744246.1
LOC106784556	XM_014744242.1
LOC106784557	XM_014744251.1
LOC106784558	XM_014744256.1
LOC106784559	XM_014744261.1
LOC106784560	XM_014744262.1
LOC106784561	XM_014744263.1
LOC106784562	XR_001381427.1
LOC106784563	XR_001381428.1
LOC106784564	XM_014744266.1
LOC106784565	XM_014744267.1
LOC106784566	XM_014744274.1
LOC106784567	XM_014744275.1
LOC106784568	XM_014744289.1
LOC106784569	XM_014744285.1
LOC106784570	XM_014744286.1
LOC106784571	XM_014744292.1
LOC106784572	XM_014744293.1
LOC106784573	XM_014744295.1
LOC106784574	XM_014744296.1
LOC106784575	XR_001381429.1
LOC106784576	XM_014744300.1
LOC106784577	XM_014744297.1
LOC106784578	XM_014744298.1
LOC106784579	XM_014744299.1
LOC106784580	XM_014744301.1
LOC106784581	XM_014744302.1
LOC106784582	XM_014744303.1
LOC106784583	XM_014744304.1
LOC106784584	XR_001381433.1
LOC106784585	XM_014744305.1
LOC106784586	XM_014744311.1
LOC106784587	XM_014744309.1
LOC106784588	XM_014744314.1
LOC106784589	XR_001381434.1
LOC106784590	XM_014744317.1
LOC106784591	XM_014744318.1
LOC106784592	XM_014744323.1
LOC106784593	XM_014744321.1
LOC106784594	XM_014744324.1
LOC106784595	XR_001381436.1
LOC106784596	XM_014744326.1
LOC106784597	XM_014744327.1
LOC106784598	XM_014744329.1
LOC106784599	XM_014744330.1
LOC106784600	XM_014744334.1
LOC106784601	XM_014744331.1
LOC106784602	XM_014744335.1
LOC106784603	XM_014744337.1
LOC106784604	XM_014744338.1
LOC106784605	XM_014744339.1
LOC106784606	XM_014744341.1
LOC106784607	XM_014744346.1
LOC106784608	XM_014744349.1
LOC106784609	XM_014744352.1
LOC106784610	XM_014744354.1
LOC106784611	XM_014744355.1
LOC106784612	XM_014744362.1
LOC106784613	XM_014744358.1
LOC106784614	XM_014744360.1
LOC106784615	XM_014744363.1
LOC106784616	XM_014744364.1
LOC106784617	XM_014744367.1
LOC106784618	XM_014744368.1
LOC106784619	XM_014744372.1
LOC106784620	XM_014744369.1
LOC106784621	XM_014744370.1
LOC106784622	XM_014744371.1
LOC106784623	XM_014744373.1
LOC106784624	XM_014744374.1
LOC106784625	XM_014744376.1
LOC106784626	XM_014744377.1
LOC106784627	XM_014744378.1
LOC106784628	XM_014744379.1
LOC106784629	XM_014744385.1
LOC106784630	XM_014744381.1
LOC106784631	XM_014744383.1
LOC106784632	XM_014744387.1
LOC106784633	XM_014744391.1
LOC106784634	XM_014744399.1
LOC106784635	XM_014744397.1
LOC106784636	XM_014744398.1
LOC106784637	XM_014744401.1
LOC106784638	XM_014744403.1
LOC106784639	XM_014744406.1
LOC106784640	XM_014744412.1
LOC106784641	XM_014744413.1
LOC106784642	XM_014744415.1
LOC106784643	XM_014744417.1
LOC106784644	XM_014744418.1
LOC106784645	XM_014744421.1
LOC106784646	XM_014744426.1
LOC106784647	XM_014744424.1
LOC106784648	XM_014744427.1
LOC106784649	XM_014744428.1
LOC106784650	XM_014744430.1
LOC106784651	XM_014744433.1
LOC106784652	XM_014744434.1
LOC106784653	XM_014744440.1
LOC106784654	XM_014744441.1
LOC106784655	XM_014744442.1
LOC106784656	XM_014744445.1
LOC106784657	XM_014744448.1
LOC106784658	XM_014744454.1
LOC106784659	XM_014744452.1
LOC106784660	XM_014744455.1
LOC106784661	XM_014744457.1
LOC106784662	XM_014744459.1
LOC106784663	XM_014744460.1
LOC106784664	XM_014744461.1
LOC106784665	XM_014744466.1
LOC106784666	XM_014744462.1
LOC106784667	XM_014744464.1
LOC106784668	XM_014744465.1
LOC106784669	XM_014744467.1
LOC106784670	XM_014744468.1
LOC106784671	XR_001381440.1
LOC106784672	XM_014744469.1
LOC106784673	XM_014744470.1
LOC106784674	XM_014744477.1
LOC106784675	XM_014744474.1
LOC106784676	XM_014744475.1
LOC106784677	XM_014744478.1
LOC106784678	XM_014744479.1
LOC106784679	XM_014744481.1
LOC106784680	XM_014744482.1
LOC106784681	XM_014744484.1
LOC106784682	XM_014744485.1
LOC106784683	XM_014744490.1
LOC106784684	XM_014744491.1
LOC106784685	XM_014744492.1
LOC106784686	XM_014744493.1
LOC106784687	XM_014744494.1
LOC106784688	XM_014744495.1
LOC106784689	XM_014744497.1
LOC106784690	XM_014744503.1
LOC106784691	XM_014744504.1
LOC106784692	XM_014744505.1
LOC106784693	XM_014744506.1
LOC106784694	XM_014744508.1
LOC106784695	XM_014744510.1
LOC106784696	XM_014744514.1
LOC106784697	XM_014744515.1
LOC106784698	XM_014744516.1
LOC106784700	XM_014744517.1
LOC106784701	XM_014744518.1
LOC106784702	XM_014744524.1
LOC106784703	XM_014744520.1
LOC106784704	XM_014744522.1
LOC106784705	XM_014744527.1
LOC106784706	XM_014744528.1
LOC106784707	XR_001381443.1
LOC106784708	XM_014744534.1
LOC106784709	XM_014744535.1
LOC106784710	XM_014744536.1
LOC106784711	XM_014744537.1
LOC106784712	XM_014744538.1
LOC106784713	XM_014744543.1
LOC106784714	XM_014744545.1
LOC106784715	XM_014744546.1
LOC106784716	XM_014744548.1
LOC106784717	XM_014744549.1
LOC106784718	XM_014744550.1
LOC106784719	XM_014744551.1
LOC106784720	XR_001381444.1
LOC106784721	XM_014744553.1
LOC106784722	XM_014744554.1
LOC106784723	XM_014744556.1
LOC106784724	XM_014744558.1
LOC106784725	XM_014744559.1
LOC106784726	XM_014744561.1
LOC106784727	XM_014744575.1
LOC106784728	XM_014744562.1
LOC106784729	XM_014744568.1
LOC106784730	XM_014744576.1
LOC106784731	XM_014744578.1
LOC106784732	XM_014744580.1
LOC106784733	XM_014744582.1
LOC106784734	XM_014744585.1
LOC106784735	XM_014744588.1
LOC106784736	XM_014744587.1
LOC106784737	XM_014744589.1
LOC106784738	XM_014744591.1
LOC106784739	XM_014744592.1
LOC106784740	XM_014744593.1
LOC106784741	XM_014744594.1
LOC106784742	XM_014744595.1
LOC106784743	XM_014744599.1
LOC106784744	XM_014744596.1
LOC106784745	XM_014744597.1
LOC106784746	XM_014744598.1
LOC106784747	XM_014744600.1
LOC106784748	XM_014744601.1
LOC106784749	XM_014744602.1
LOC106784750	XM_014744603.1
LOC106784751	XM_014744605.1
LOC106784752	XM_014744606.1
LOC106784753	XM_014744607.1
LOC106784754	XM_014744611.1
LOC106784755	XM_014744608.1
LOC106784756	XR_001381445.1
LOC106784757	XM_014744609.1
LOC106784758	XM_014744610.1
LOC106784759	XM_014744612.1
LOC106784760	XM_014744613.1
LOC106784761	XM_014744614.1
LOC106784762	XM_014744617.1
LOC106784763	XM_014744618.1
LOC106784764	XM_014744623.1
LOC106784765	XM_014744619.1
LOC106784766	XM_014744620.1
LOC106784767	XM_014744624.1
LOC106784768	XM_014744626.1
LOC106784769	XM_014744629.1
LOC106784770	XM_014744630.1
LOC106784771	XM_014744631.1
LOC106784772	XM_014744635.1
LOC106784773	XM_014744636.1
LOC106784774	XR_001381447.1
LOC106784775	XM_014744638.1
LOC106784776	XM_014744641.1
LOC106784777	XM_014744642.1
LOC106784778	XM_014744643.1
LOC106784779	XM_014744644.1
LOC106784780	XM_014744646.1
LOC106784781	XM_014744649.1
LOC106784782	XM_014744650.1
LOC106784783	XM_014744652.1
LOC106784784	XM_014744653.1
LOC106784785	XM_014744655.1
LOC106784786	XM_014744658.1
LOC106784787	XM_014744661.1
LOC106784788	XM_014744663.1
LOC106784789	XM_014744670.1
LOC106784790	XM_014744673.1
LOC106784791	XM_014744678.1
LOC106784792	XM_014744679.1
LOC106784793	XM_014744684.1
LOC106784794	XM_014744687.1
LOC106784795	XM_014744817.1
LOC106784796	XM_014744694.1
LOC106784797	XM_014744696.1
LOC106784798	XM_014744697.1
LOC106784799	XM_014744706.1
LOC106784800	XM_014744709.1
LOC106784801	XM_014744711.1
LOC106784802	XM_014744713.1
LOC106784803	XM_014744721.1
LOC106784804	XM_014744722.1
LOC106784805	XM_014744723.1
LOC106784806	XM_014744725.1
LOC106784807	XM_014744726.1
LOC106784808	XM_014744730.1
LOC106784809	XM_014744735.1
LOC106784810	XM_014744737.1
LOC106784811	XM_014744739.1
LOC106784812	XM_014744741.1
LOC106784813	XM_014744744.1
LOC106784814	XM_014744745.1
LOC106784815	XM_014744746.1
LOC106784816	XM_014744748.1
LOC106784817	XM_014744749.1
LOC106784818	XM_014744751.1
LOC106784819	XM_014744752.1
LOC106784820	XM_014744753.1
LOC106784821	XM_014744760.1
LOC106784822	XR_001381451.1
LOC106784823	XR_001381452.1
LOC106784824	XR_001381454.1
LOC106784825	XR_001381455.1
LOC106784826	XR_001381456.1
LOC106784827	XM_014744761.1
LOC106784828	XM_014744765.1
LOC106784829	XR_001381457.1
LOC106784830	XM_014744766.1
LOC106784831	XM_014744768.1
LOC106784832	XR_001381458.1
LOC106784833	XM_014744769.1
LOC106784834	XM_014744774.1
LOC106784835	XM_014744770.1
LOC106784836	XM_014744782.1
LOC106784837	XM_014744783.1
LOC106784838	XM_014744787.1
LOC106784839	XM_014744784.1
LOC106784840	XM_014744785.1
LOC106784841	XM_014744786.1
LOC106784842	XM_014744788.1
LOC106784843	XM_014744789.1
LOC106784844	XM_014744790.1
LOC106784845	XM_014744791.1
LOC106784846	XM_014744792.1
LOC106784847	XM_014744793.1
LOC106784848	XM_014744794.1
LOC106784849	XM_014744799.1
LOC106784850	XM_014744796.1
LOC106784851	XM_014744802.1
LOC106784852	XM_014744804.1
LOC106784853	XM_014744805.1
LOC106784854	XM_014744806.1
LOC106784855	XM_014744812.1
LOC106784856	XM_014744809.1
LOC106784857	XM_014744810.1
LOC106784858	XM_014744813.1
LOC106784859	XM_014744814.1
LOC106784860	XM_014745235.1
LOC106784861	XM_014744818.1
LOC106784862	XM_014744819.1
LOC106784863	XM_014744821.1
LOC106784864	XM_014744826.1
LOC106784865	XM_014744823.1
LOC106784866	XM_014744828.1
LOC106784867	XM_014744829.1
LOC106784868	XM_014744831.1
LOC106784869	XM_014744836.1
LOC106784870	XM_014744840.1
LOC106784871	XM_014744839.1
LOC106784872	XM_014744841.1
LOC106784873	XM_014744842.1
LOC106784874	XM_014744844.1
LOC106784875	XM_014744845.1
LOC106784876	XM_014744846.1
LOC106784877	XM_014744850.1
LOC106784878	XM_014744851.1
LOC106784879	XM_014744852.1
LOC106784880	XM_014744853.1
LOC106784882	XM_014744854.1
LOC106784883	XR_001381459.1
LOC106784884	XM_014744856.1
LOC106784885	XM_014744857.1
LOC106784886	XM_014744858.1
LOC106784887	XM_014744859.1
LOC106784888	XM_014744860.1
LOC106784889	XM_014744861.1
LOC106784890	XR_001381462.1
LOC106784891	XM_014744862.1
LOC106784892	XM_014744863.1
LOC106784893	XM_014744864.1
LOC106784894	XM_014744865.1
LOC106784895	XM_014744871.1
LOC106784896	XM_014744884.1
LOC106784897	XR_001381463.1
LOC106784898	XM_014744893.1
LOC106784899	XM_014744895.1
LOC106784900	XM_014744896.1
LOC106784901	XR_001381464.1
LOC106784902	XM_014744897.1
LOC106784903	XM_014744898.1
LOC106784904	XM_014744905.1
LOC106784905	XM_014744904.1
LOC106784906	XM_014744906.1
LOC106784907	XM_014744907.1
LOC106784908	XM_014744908.1
LOC106784909	XM_014744909.1
LOC106784910	XM_014744911.1
LOC106784911	XM_014744917.1
LOC106784912	XM_014744915.1
LOC106784913	XM_014744919.1
LOC106784914	XM_014744921.1
LOC106784915	XM_014744925.1
LOC106784916	XM_014744931.1
LOC106784917	XM_014744927.1
LOC106784918	XM_014744930.1
LOC106784919	XM_014744932.1
LOC106784920	XM_014744933.1
LOC106784921	XM_014744934.1
LOC106784922	XM_014744935.1
LOC106784923	XM_014744937.1
LOC106784924	XM_014744943.1
LOC106784925	XM_014744944.1
LOC106784926	XM_014744945.1
LOC106784927	XM_014744946.1
LOC106784928	XM_014744951.1
LOC106784929	XM_014744953.1
LOC106784930	XM_014744954.1
LOC106784931	XM_014744955.1
LOC106784932	XM_014744956.1
LOC106784933	XM_014744961.1
LOC106784934	XM_014744957.1
LOC106784935	XM_014744959.1
LOC106784936	XM_014744962.1
LOC106784937	XM_014744965.1
LOC106784938	XM_014744966.1
LOC106784939	XM_014744967.1
LOC106784940	XM_014744969.1
LOC106784941	XM_014744974.1
LOC106784942	XM_014744970.1
LOC106784943	XM_014744978.1
LOC106784944	XM_014744981.1
LOC106784945	XM_014744983.1
LOC106784946	XM_014744988.1
LOC106784947	XM_014744987.1
LOC106784948	XM_014745035.1
LOC106784949	XM_014745005.1
LOC106784950	XM_014745007.1
LOC106784951	XM_014745009.1
LOC106784952	XM_014745012.1
LOC106784953	XM_014745016.1
LOC106784954	XM_014745019.1
LOC106784955	XM_014745021.1
LOC106784956	XM_014745022.1
LOC106784957	XM_014745025.1
LOC106784958	XM_014745026.1
LOC106784959	XM_014745028.1
LOC106784960	XM_014745029.1
LOC106784961	XM_014745030.1
LOC106784962	XM_014745031.1
LOC106784963	XM_014745032.1
LOC106784964	XM_014745033.1
LOC106784965	XM_014745037.1
LOC106784966	XM_014745038.1
LOC106784967	XR_001381470.1
LOC106784968	XM_014745039.1
LOC106784969	XM_014745041.1
LOC106784970	XM_014745042.1
LOC106784971	XM_014745044.1
LOC106784972	XM_014745045.1
LOC106784973	XM_014745046.1
LOC106784975	XM_014745047.1
LOC106784976	XM_014745051.1
LOC106784977	XM_014745048.1
LOC106784978	XM_014745049.1
LOC106784979	XM_014745050.1
LOC106784980	XM_014745052.1
LOC106784981	XM_014745054.1
LOC106784982	XM_014745055.1
LOC106784983	XM_014745056.1
LOC106784984	XM_014745057.1
LOC106784985	XM_014745059.1
LOC106784986	XM_014745073.1
LOC106784987	XM_014745061.1
LOC106784988	XM_014745062.1
LOC106784989	XM_014745065.1
LOC106784990	XM_014745066.1
LOC106784991	XM_014745069.1
LOC106784992	XM_014745075.1
LOC106784993	XM_014745076.1
LOC106784994	XM_014745077.1
LOC106784995	XM_014745079.1
LOC106784996	XM_014745086.1
LOC106784997	XM_014745087.1
LOC106784998	XM_014745090.1
LOC106784999	XM_014745091.1
LOC106785000	XM_014745092.1
LOC106785001	XM_014745093.1
LOC106785002	XR_001381474.1
LOC106785003	XM_014745095.1
LOC106785004	XM_014745096.1
LOC106785005	XM_014745097.1
LOC106785006	XM_014745098.1
LOC106785007	XM_014745101.1
LOC106785008	XM_014745103.1
LOC106785009	XM_014745104.1
LOC106785010	XR_001381476.1
LOC106785011	XM_014745110.1
LOC106785012	XM_014745111.1
LOC106785013	XM_014745112.1
LOC106785014	XM_014745153.1
LOC106785015	XR_001381479.1
LOC106785016	XM_014745114.1
LOC106785017	XR_001381478.1
LOC106785018	XM_014745116.1
LOC106785019	XM_014745117.1
LOC106785020	XM_014745118.1
LOC106785021	XM_014745121.1
LOC106785023	XM_014745119.1
LOC106785024	XM_014745120.1
LOC106785025	XM_014745122.1
LOC106785026	XM_014745123.1
LOC106785027	XM_014745124.1
LOC106785028	XR_001381482.1
LOC106785029	XM_014745126.1
LOC106785030	XM_014745132.1
LOC106785031	XM_014745139.1
LOC106785032	XM_014745148.1
LOC106785033	XM_014745150.1
LOC106785034	XM_014745152.1
LOC106785035	XM_014745158.1
LOC106785036	XM_014745163.1
LOC106785037	XM_014745164.1
LOC106785038	XM_014745165.1
LOC106785039	XM_014745194.1
LOC106785040	XM_014745175.1
LOC106785041	XM_014745176.1
LOC106785042	XM_014745178.1
LOC106785043	XM_014745179.1
LOC106785044	XM_014745180.1
LOC106785045	XM_014745182.1
LOC106785046	XM_014745184.1
LOC106785047	XM_014745186.1
LOC106785048	XM_014745187.1
LOC106785049	XM_014745188.1
LOC106785050	XM_014745191.1
LOC106785051	XM_014745192.1
LOC106785052	XM_014745193.1
LOC106785053	XM_014745195.1
LOC106785054	XM_014745196.1
LOC106785055	XM_014745197.1
LOC106785056	XM_014745198.1
LOC106785057	XM_014745199.1
LOC106785058	XM_014745200.1
LOC106785059	XM_014745201.1
LOC106785060	XM_014745204.1
LOC106785061	XM_014745202.1
LOC106785062	XM_014745203.1
LOC106785064	XM_014745205.1
LOC106785065	XM_014745206.1
LOC106785066	XR_001381484.1
LOC106785067	XM_014745207.1
LOC106785068	XM_014745212.1
LOC106785069	XM_014745217.1
LOC106785070	XM_014745219.1
LOC106785071	XM_014745220.1
LOC106785072	XM_014745221.1
LOC106785073	XM_014745222.1
LOC106785074	XM_014745223.1
LOC106785075	XM_014745226.1
LOC106785076	XR_001381488.1
LOC106785077	XM_014745224.1
LOC106785078	XM_014745225.1
LOC106785079	XM_014745227.1
LOC106785080	XM_014745228.1
LOC106785081	XM_014745230.1
LOC106785082	XM_014745232.1
LOC106785083	XM_014745236.1
LOC106785084	XR_001381490.1
LOC106785085	XM_014745240.1
LOC106785086	XM_014745237.1
LOC106785087	XM_014745238.1
LOC106785088	XM_014745239.1
LOC106785089	XM_014745244.1
LOC106785090	XM_014745246.1
LOC106785091	XM_014745297.1
LOC106785092	XM_014745252.1
LOC106785093	XM_014745255.1
LOC106785094	XM_014745256.1
LOC106785095	XM_014745257.1
LOC106785096	XM_014745258.1
LOC106785097	XM_014745260.1
LOC106785098	XM_014745266.1
LOC106785099	XM_014745270.1
LOC106785100	XM_014745273.1
LOC106785101	XM_014745274.1
LOC106785102	XM_014745276.1
LOC106785103	XM_014745278.1
LOC106785104	XM_014745279.1
LOC106785105	XM_014745281.1
LOC106785106	XR_001381491.1
LOC106785107	XM_014745282.1
LOC106785108	XM_014745283.1
LOC106785109	XM_014745286.1
LOC106785110	XM_014745287.1
LOC106785111	XM_014745290.1
LOC106785112	XM_014745292.1
LOC106785113	XM_014745293.1
LOC106785114	XM_014745294.1
LOC106785115	XM_014745295.1
LOC106785116	XM_014745298.1
LOC106785117	XM_014745300.1
LOC106785118	XM_014745302.1
LOC106785119	XM_014745303.1
LOC106785120	XM_014745304.1
LOC106785121	XM_014745317.1
LOC106785122	XM_014745305.1
LOC106785123	XM_014745306.1
LOC106785124	XM_014745307.1
LOC106785125	XM_014745310.1
LOC106785126	XM_014745313.1
LOC106785127	XM_014745314.1
LOC106785128	XM_014745315.1
LOC106785129	XM_014745316.1
LOC106785130	XM_014745319.1
LOC106785131	XM_014745320.1
LOC106785132	XM_014745321.1
LOC106785133	XM_014745323.1
LOC106785134	XM_014745325.1
LOC106785135	XM_014745329.1
LOC106785136	XM_014745326.1
LOC106785137	XM_014745327.1
LOC106785138	XM_014745330.1
LOC106785139	XM_014745332.1
LOC106785140	XM_014745333.1
LOC106785141	XM_014745335.1
LOC106785142	XM_014745339.1
LOC106785143	XM_014745340.1
LOC106785144	XM_014745343.1
LOC106785145	XM_014745344.1
LOC106785146	XM_014745345.1
LOC106785147	XM_014745351.1
LOC106785148	XM_014745347.1
LOC106785149	XM_014745349.1
LOC106785150	XM_014745352.1
LOC106785151	XM_014745353.1
LOC106785152	XM_014745354.1
LOC106785153	XM_014745355.1
LOC106785154	XM_014745356.1
LOC106785155	XM_014745357.1
LOC106785156	XM_014745358.1
LOC106785157	XR_001381495.1
LOC106785158	XM_014745359.1
LOC106785159	XR_001381494.1
LOC106785160	XM_014745360.1
LOC106785161	XR_001381500.1
LOC106785162	XM_014745363.1
LOC106785163	XM_014745364.1
LOC106785164	XM_014745369.1
LOC106785165	XM_014745365.1
LOC106785166	XM_014745367.1
LOC106785167	XM_014745371.1
LOC106785168	XM_014745376.1
LOC106785169	XM_014745402.1
LOC106785170	XM_014745382.1
LOC106785171	XM_014745385.1
LOC106785172	XM_014745387.1
LOC106785173	XM_014745400.1
LOC106785174	XR_001381496.1
LOC106785175	XR_001381497.1
LOC106785176	XM_014745401.1
LOC106785177	XM_014745405.1
LOC106785178	XM_014745407.1
LOC106785179	XM_014745409.1
LOC106785180	XM_014745410.1
LOC106785181	XM_014745412.1
LOC106785182	XM_014745414.1
LOC106785183	XM_014745415.1
LOC106785184	XM_014745416.1
LOC106785185	XM_014745418.1
LOC106785186	XM_014745423.1
LOC106785187	XM_014745419.1
LOC106785188	XM_014745421.1
LOC106785189	XM_014745422.1
LOC106785190	XM_014745425.1
