Orthogroup	Acep	Amel	Bter	Caus	Hlab	Pcan	Sinv	Vcra
OG0000055			XM_048406517.1, XM_048406631.1, XM_048406633.1, XM_048409103.1, XM_048414156.1, XM_048414159.1, XM_048414214.1, XM_048414223.1, XM_048414224.1, XM_048414225.1, XR_007224312.1, XR_007224320.1, XR_007224361.1, XR_007227646.1, XR_007227647.1, XR_007227648.1, XR_007227649.1		XM_017933613.1			
OG0000056						XM_014755722.1, XM_014758882.1, XM_014758979.1, XM_014759024.1, XM_014759025.1, XM_014759049.1, XM_014759050.1, XM_014759202.1, XM_014759325.1, XM_014759326.1, XM_014759334.1, XM_014759388.1, XM_014759389.1, XM_014759406.1, XM_014759411.1, XM_014759412.1, XM_014759443.1, XM_014759469.1		
OG0000057						XM_014760041.1		XM_046959096.1, XM_046959630.1, XM_046961497.1, XM_046975446.1, XM_046976976.1, XM_046976978.1, XM_046976980.1, XM_046976981.1, XM_046976986.1, XM_046976987.1, XM_046976989.1, XM_046977043.1, XM_046977044.1, XM_046977045.1, XM_046977046.1, XM_046977047.1, XR_006943760.1
OG0000058							XM_011158642.3, XM_011158663.3, XM_011158668.3, XM_026134081.2, XM_026134109.2, XM_026134117.2, XM_039451822.1, XM_039451832.1, XM_039451852.1, XM_039451855.1, XM_039451858.1, XM_039451860.1, XM_039451863.1, XM_039451872.1, XM_039451873.1, XM_039451874.1, XM_039451876.1, XR_005575227.1	
OG0000059							XM_039446029.1, XM_039447138.1, XM_039448974.1, XM_039449487.1, XM_039450613.1, XM_039450762.1, XM_039452566.1, XM_039453453.1, XM_039453641.1, XM_039454360.1, XM_039454468.1, XM_039454747.1, XM_039457246.1, XM_039458831.1, XM_039459390.1, XR_003269301.2, XR_005574552.1, XR_850790.3	
OG0000060							XM_039446741.1, XM_039446803.1, XM_039447076.1, XM_039447437.1, XM_039450528.1, XM_039451740.1, XM_039451761.1, XM_039452892.1, XM_039453127.1, XM_039455910.1, XM_039456082.1, XM_039456715.1, XM_039456826.1, XR_005574598.1, XR_005575367.1, XR_005575377.1, XR_005576200.1, XR_005576649.1	
OG0000061							XM_039447723.1, XM_039448443.1, XM_039449039.1, XM_039449639.1, XM_039449640.1, XM_039450686.1, XM_039450922.1, XM_039450924.1, XM_039452231.1, XM_039453287.1, XM_039454406.1, XM_039456687.1, XM_039456688.1, XM_039457516.1, XM_039458694.1, XM_039458695.1, XM_039459385.1, XM_039459386.1	
OG0000062							XM_039458678.1, XM_039459430.1, XR_005574206.1, XR_005574427.1, XR_005574458.1, XR_005574490.1, XR_005574799.1, XR_005574801.1, XR_005575010.1, XR_005575011.1, XR_005575299.1, XR_005575303.1, XR_005575329.1, XR_005575360.1, XR_005576011.1, XR_005576270.1, XR_005576669.1, XR_851425.3	
OG0000063	XM_012199383.1, XM_012207054.1	XM_016915409.2, XM_393173.7	XM_003402262.3, XM_048414325.1	Caust.v2_011734-RA, Caust.v2_016664-RA, Caust.v2_021356-RA	XM_017941951.1, XM_017942453.1	XM_014747927.1	XM_039445768.1, XM_039446378.1, XM_039450421.1	XM_046960389.1, XM_046973354.1
OG0000064	XM_012199941.1						XM_039445841.1, XM_039448025.1, XM_039449272.1, XM_039450675.1, XM_039450689.1, XM_039453263.1, XM_039457227.1, XM_039457551.1, XM_039458467.1, XM_039458784.1, XM_039459264.1, XM_039459297.1, XM_039459609.1, XM_039459720.1, XR_005576426.1, XR_005576539.1	
OG0000065	XM_012199975.1	XM_016911095.2, XM_026439412.1	XM_048404373.1	Caust.v2_000201-RA, Caust.v2_000202-RA, Caust.v2_000204-RA, Caust.v2_000207-RA, Caust.v2_000210-RA, Caust.v2_000227-RA	XM_017932688.1, XM_017932698.1	XM_014760359.1	XM_026134731.2, XR_005574604.1, XR_005575933.1	XM_046963834.1
OG0000066	XM_012202290.1						XM_011168904.1, XM_011170549.2, XM_011171579.2, XM_011176373.3, XM_026138911.2, XM_026138976.2, XM_026140289.1, XM_026141602.2, XM_039447569.1, XM_039447993.1, XM_039448021.1, XM_039453984.1, XM_039456033.1, XM_039456511.1, XM_039458937.1, XM_039459472.1	
OG0000067	XM_012203450.1	XM_016916657.2	XM_003400937.4, XM_012316611.3, XR_002308096.2, XR_007223897.1, XR_007225496.1, XR_007226487.1, XR_007226488.1	Caust.v2_008667-RA, Caust.v2_008682-RA, Caust.v2_008683-RA	XM_017934063.1	XM_014756645.1, XM_014758813.1	XM_026135273.2	XM_046973724.1
OG0000068		XM_016913775.2	XM_048413589.1, XM_048413639.1, XM_048413644.1, XM_048413652.1, XM_048413657.1, XM_048413659.1, XM_048413679.1, XM_048413682.1, XM_048413709.1, XM_048413911.1, XM_048413912.1, XR_002308955.2, XR_007226979.1, XR_007227005.1	Caust.v2_005075-RA	XM_017937677.1			
OG0000069			XM_048413671.1, XM_048413861.1, XR_007224473.1, XR_007224475.1, XR_007225255.1, XR_007225336.1, XR_007225337.1, XR_007225618.1, XR_007226203.1, XR_007226204.1, XR_007226206.1, XR_007226207.1, XR_007227154.1, XR_007227311.1, XR_007227312.1, XR_007227666.1, XR_007227667.1					
OG0000070							XM_011164768.1, XM_026137700.1, XM_026139669.2, XM_026141033.2, XM_026141404.1, XM_026141716.2, XM_039446190.1, XM_039446201.1, XM_039446886.1, XM_039447607.1, XM_039447976.1, XM_039448288.1, XM_039453162.1, XM_039454822.1, XM_039456025.1, XM_039458751.1, XR_005574861.1	
OG0000071							XM_026129964.2, XM_026140872.2, XM_039447531.1, XM_039447547.1, XM_039448148.1, XM_039451808.1, XM_039452123.1, XM_039452907.1, XM_039453128.1, XM_039454048.1, XM_039454049.1, XM_039455229.1, XM_039455242.1, XM_039456118.1, XM_039457484.1, XM_039458150.1, XM_039458296.1	
OG0000072							XM_026139716.2, XM_039447680.1, XM_039448586.1, XM_039450087.1, XM_039452833.1, XM_039454358.1, XM_039457518.1, XM_039457690.1, XM_039458680.1, XR_005574326.1, XR_005574349.1, XR_005574413.1, XR_005574809.1, XR_005575766.1, XR_005576335.1, XR_005576383.1, XR_005576397.1	
OG0000073							XM_039445725.1, XM_039447064.1, XM_039447576.1, XM_039447626.1, XM_039448010.1, XM_039448225.1, XM_039448886.1, XM_039449275.1, XM_039449807.1, XM_039450531.1, XM_039458295.1, XM_039459473.1, XM_039459474.1, XR_003268270.2, XR_005574433.1, XR_005574502.1, XR_005576682.1	
OG0000074	XM_012200427.1, XM_012200428.1	XM_026446248.1	XM_048408039.1	Caust.v2_010918-RA, Caust.v2_010924-RA	XM_017943909.1	XM_014744368.1, XM_014747067.1	XM_011168566.3, XM_039451997.1, XM_039452005.1, XM_039452145.1, XR_005574367.1, XR_851451.3	XM_046959567.1
OG0000075	XM_012201128.1, XM_012201129.1, XM_012201130.1, XM_012201131.1, XM_012201132.1, XM_012201133.1, XM_012201251.1, XM_012201252.1, XM_012201253.1, XM_012201254.1, XM_012201256.1, XM_012201257.1, XM_012201258.1, XM_012201259.1, XM_012201260.1, XM_012206794.1							
OG0000076	XM_012201372.1, XM_012201503.1, XM_012201504.1	XM_006558737.3, XM_016911763.2	XM_012308169.3	Caust.v2_007581-RA, Caust.v2_007582-RE, Caust.v2_007595-RA	XM_017941066.1	XM_014761216.1	XM_011165215.3, XM_039455985.1, XR_003268884.2	XM_046957913.1, XM_046957918.1
OG0000077	XM_012202094.1	XM_026444488.1, XR_003305905.1	XM_012314853.3, XM_012314855.3, XR_007225914.1	Caust.v2_015830-RA, Caust.v2_015832-RA, Caust.v2_017097-RA, Caust.v2_017099-RA, Caust.v2_020073-RA	XM_017939553.1, XM_017939571.1	XM_014751836.1	XM_011167906.3	XM_046958954.1
OG0000078	XM_012204735.1	XM_006562714.3, XM_026440044.1	XM_048405509.1, XM_048405512.1	Caust.v2_007077-RA	XM_017932453.1, XM_017932469.1	XM_014760818.1, XM_014760843.1	XM_026131252.2	XM_046964304.1, XM_046964305.1, XM_046964306.1, XM_046964385.1, XM_046964401.1
OG0000079	XM_012206720.1, XM_012207915.1	XM_006560722.3	XM_003393511.4	Caust.v2_013621-RA, Caust.v2_013623-RA, Caust.v2_013626-RA, Caust.v2_013628-RA, Caust.v2_019044-RA, Caust.v2_019787-RA, Caust.v2_020764-RA	XM_017938934.1, XM_017938945.1	XM_014746492.1	XM_026131552.2	XM_046977560.1
OG0000080		XM_006564284.3	XM_048413591.1, XM_048413646.1, XM_048413651.1, XM_048413664.1, XM_048413790.1, XM_048413793.1, XM_048413829.1, XM_048413887.1, XM_048413892.1, XM_048413895.1, XM_048413896.1, XM_048413904.1, XM_048413905.1, XR_007226952.1, XR_007227045.1					
OG0000081		XR_003304721.1	XM_012321076.3, XR_007223310.1, XR_007223311.1, XR_007223312.1, XR_007223313.1, XR_007223478.1, XR_007224089.1, XR_007224557.1, XR_007224558.1, XR_007225202.1, XR_007225839.1, XR_007226000.1, XR_007226041.1, XR_007226917.1, XR_007227669.1					
OG0000082		XR_003306306.1	XR_001099086.3, XR_002308708.2, XR_002308836.2, XR_007223507.1, XR_007225077.1, XR_007225429.1, XR_007225456.1, XR_007225770.1, XR_007226399.1, XR_007227069.1, XR_007227289.1, XR_007227393.1, XR_007227400.1, XR_007227441.1, XR_007227802.1					
OG0000083			XM_003397694.3, XM_012312245.2, XM_012316597.2, XM_012316598.1, XM_012318828.2, XM_012319028.1, XM_012319137.2, XM_012319149.2, XM_012319510.3, XM_048409002.1, XM_048413587.1, XM_048414178.1, XM_048414281.1, XR_001099639.3, XR_007224225.1, XR_007226737.1					
OG0000084			XM_048413906.1, XM_048413907.1, XM_048414180.1, XR_007224669.1, XR_007226955.1, XR_007226960.1, XR_007226965.1, XR_007226986.1, XR_007227004.1, XR_007227090.1, XR_007227093.1, XR_007227094.1, XR_007227125.1, XR_007227170.1, XR_007227226.1, XR_007227620.1					
OG0000085			XR_007223479.1, XR_007223561.1, XR_007223591.1, XR_007223712.1, XR_007223713.1, XR_007223714.1, XR_007223718.1, XR_007223726.1, XR_007223775.1, XR_007223776.1, XR_007223777.1, XR_007223778.1, XR_007223963.1, XR_007225239.1, XR_007227605.1, XR_007227606.1					
OG0000086							XM_026141660.2, XM_039445833.1, XM_039446186.1, XM_039447359.1, XM_039449451.1, XM_039453688.1, XM_039453948.1, XM_039455113.1, XM_039455223.1, XM_039455227.1, XM_039456490.1, XM_039456584.1, XM_039456755.1, XM_039456805.1, XM_039456937.1, XM_039457902.1	
OG0000087							XM_039446432.1, XM_039447553.1, XM_039447555.1, XM_039447556.1, XM_039447732.1, XM_039457642.1, XM_039459544.1, XR_003269595.2, XR_003269599.2, XR_005574243.1, XR_005574247.1, XR_005574284.1, XR_005574459.1, XR_005575773.1, XR_005576380.1, XR_005576693.1	
OG0000088							XM_039447933.1, XM_039448575.1, XM_039448823.1, XM_039448825.1, XM_039448826.1, XM_039448827.1, XM_039448828.1, XM_039448829.1, XM_039449376.1, XM_039453056.1, XM_039453057.1, XM_039453058.1, XM_039454364.1, XM_039455915.1, XR_003268920.2, XR_005576557.1	
OG0000089	XM_012199037.1						XM_026137833.2, XM_026141461.2, XM_039445895.1, XM_039446304.1, XM_039446306.1, XM_039448714.1, XM_039448718.1, XM_039448723.1, XM_039448728.1, XM_039453166.1, XM_039459713.1, XM_039459715.1, XM_039459716.1, XR_005576534.1	
OG0000090	XM_012199134.1, XM_012199270.1	XM_001121064.5, XM_006570110.3, XR_003304346.1	XM_003396753.4, XM_012310539.2	Caust.v2_002987-RA, Caust.v2_002988-RA	XM_017932736.1, XM_017932756.1, XR_001891370.1		XM_026135058.2, XM_039452755.1	XM_046958025.1
OG0000091	XM_012199942.1	NM_001145740.1	XM_048413687.1	Caust.v2_014025-RC, Caust.v2_014731-RA, Caust.v2_018855-RA, Caust.v2_018858-RA, Caust.v2_018986-RA	XM_017933022.1, XM_017938284.1, XM_017938285.1	XM_014749319.1	XM_026137067.2	XM_046967481.1, XR_006942663.1
OG0000092	XM_012200257.1, XM_012200258.1, XM_012207574.1						XM_011165718.3, XM_011167452.2, XM_026138693.2, XM_039451711.1, XM_039451898.1, XM_039451899.1, XM_039451900.1, XM_039452022.1, XM_039452214.1, XM_039457787.1, XM_039457788.1, XM_039457847.1	
OG0000093	XM_012200693.1, XM_012200695.1, XM_012206762.1	XM_026439426.1, XM_026439429.1, XM_026439651.1	XM_048404357.1	Caust.v2_001499-RA	XM_017940650.1, XM_017940688.1	XM_014744522.1, XM_014744534.1	XM_026137206.2	XM_046963115.1, XM_046963122.1
OG0000094	XM_012200784.1, XM_012205085.1, XM_012205106.1		XM_003400078.4, XM_012315470.3, XM_048411355.1		XM_017939909.1		XM_011159157.3, XM_011169394.3, XM_011175088.3, XM_011175089.3, XM_011175090.3, XM_011175117.3, XM_039449254.1, XM_039451983.1	
OG0000095	XM_012200880.1	XM_001120578.5, XM_006565032.3	XM_003400094.4, XM_003400303.4		XM_017937080.1, XM_017937081.1, XM_017939726.1, XM_017941243.1, XM_017941466.1, XM_017941468.1, XM_017941553.1, XM_017941633.1, XM_017941637.1		XM_011164671.3	
OG0000096	XM_012201379.1						XM_039446620.1, XM_039446624.1, XM_039450389.1, XM_039450399.1, XM_039450511.1, XM_039450883.1, XM_039454395.1, XM_039456020.1, XM_039456113.1, XM_039458233.1, XM_039459500.1, XM_039459504.1, XM_039459505.1, XR_005576056.1	
OG0000097	XM_012204514.1, XM_012204526.1	XM_392769.7	XM_012320353.3, XM_012320363.3, XR_001099742.3, XR_007227013.1	Caust.v2_004289-RD, Caust.v2_004290-RA	XM_017938950.1	XM_014746881.1	XM_011159133.3, XM_011162785.3	XM_046969893.1, XM_046970887.1
OG0000098	XM_012204786.1, XM_012204788.1	XM_396254.7	XM_048405181.1	Caust.v2_013243-RA, Caust.v2_016677-RA, Caust.v2_019843-RA, Caust.v2_019844-RA	XM_017935725.1, XM_017940772.1, XR_001891452.1	XM_014745530.1	XM_026134163.2	XM_046957619.1, XM_046957635.1
OG0000099	XM_012205745.1	XM_001122665.5	XM_012316672.3	Caust.v2_010985-RA, Caust.v2_014406-RB, Caust.v2_014412-RA, Caust.v2_014418-RA	XM_017934057.1, XM_017934059.1	XM_014747534.1, XM_014754038.1, XM_014754039.1	XM_011174253.3, XM_026137763.2	XM_046973919.1
OG0000100	XM_012205836.1, XM_012208861.1, XM_012208862.1						XM_011158576.3, XM_011174513.3, XM_039448321.1, XM_039448327.1, XM_039448328.1, XM_039448348.1, XM_039448676.1, XM_039450314.1, XM_039451378.1, XM_039453998.1, XM_039456711.1, XR_005575378.1	
OG0000101	XM_012206011.1	NM_001277299.1, XM_016915172.2	XM_012313601.3, XM_048410131.1	Caust.v2_011435-RA, Caust.v2_014787-RA	XM_017937333.1, XM_017937664.1	XM_014753057.1	XM_026130411.2, XM_026136550.2	XM_046959255.1, XM_046959592.1, XR_006941879.1
OG0000102	XM_012206497.1						XM_011157678.3, XM_026132940.2, XM_039445924.1, XM_039445925.1, XM_039447278.1, XM_039448183.1, XM_039449041.1, XM_039451714.1, XM_039451715.1, XM_039451716.1, XR_003268367.2, XR_005574124.1, XR_005574834.1, XR_005576385.1	
OG0000103	XM_012207538.1, XM_012207541.1, XM_012207807.1						XM_011168390.3, XM_011171773.3, XM_011171776.3, XM_026133706.2, XM_026133707.2, XM_039450337.1, XM_039450957.1, XM_039454459.1, XM_039455707.1, XM_039456027.1, XM_039458524.1, XM_039458530.1	
OG0000104		XR_003305812.1, XR_003306352.1, XR_003306353.1, XR_003306354.1, XR_003306549.1	XR_007225882.1, XR_007226046.1				XR_003268333.1, XR_003268619.1, XR_003268807.1	XR_006942040.1, XR_006942471.1, XR_006942475.1, XR_006942476.1, XR_006944046.1
OG0000105			XM_020864003.2, XM_048413611.1, XM_048413791.1, XR_007226060.1, XR_007226984.1, XR_007226997.1, XR_007227083.1, XR_007227087.1, XR_007227123.1, XR_007227129.1, XR_007227130.1, XR_007227165.1, XR_007227582.1, XR_007227599.1, XR_007227609.1					
OG0000106			XM_020867906.2, XR_001098843.3, XR_001099767.3, XR_007223346.1, XR_007224621.1, XR_007224915.1, XR_007225215.1, XR_007226506.1, XR_007226663.1, XR_007226985.1, XR_007227003.1, XR_007227007.1, XR_007227198.1, XR_007227247.1, XR_007227505.1					
OG0000107							XM_011158655.3, XM_011170957.3, XM_026134101.2, XM_026134102.2, XM_039451385.1, XM_039451387.1, XM_039451389.1, XM_039451393.1, XM_039451395.1, XM_039451396.1, XM_039451398.1, XM_039451400.1, XM_039455976.1, XR_005575159.1, XR_005575160.1	
OG0000108							XM_011163909.1, XM_011163923.2, XM_011164107.1, XM_011164108.1, XM_011174374.3, XM_011176122.3, XM_026130912.1, XM_026139971.2, XM_039446196.1, XM_039446983.1, XM_039446984.1, XM_039449237.1, XM_039449238.1, XM_039454821.1, XM_039455407.1	
OG0000109							XM_011164816.1, XM_011171196.1, XM_039445836.1, XM_039446869.1, XM_039447473.1, XM_039447515.1, XM_039447561.1, XM_039450112.1, XM_039450463.1, XM_039455393.1, XM_039455397.1, XM_039456502.1, XM_039456591.1, XM_039456940.1, XM_039459558.1	
OG0000110							XM_026130629.2, XM_026130667.2, XM_026130668.2, XM_026130670.2, XM_026141356.2, XM_039448884.1, XM_039448887.1, XM_039448966.1, XM_039448967.1, XM_039448969.1, XM_039448971.1, XM_039448975.1, XM_039448976.1, XM_039450405.1, XR_005576249.1	
OG0000111							XM_026135954.2, XM_039446145.1, XM_039454759.1, XM_039455772.1, XM_039455840.1, XM_039455875.1, XM_039458367.1, XM_039459293.1, XR_003269169.2, XR_003269536.2, XR_005574917.1, XR_005575802.1, XR_005575810.1, XR_005576019.1, XR_005576390.1	
OG0000112							XM_039446735.1, XM_039446737.1, XM_039456835.1, XM_039459616.1, XM_039459622.1, XR_003268602.2, XR_005574503.1, XR_005574504.1, XR_005575645.1, XR_005575990.1, XR_005576091.1, XR_005576540.1, XR_005576666.1, XR_851170.2, XR_851263.3	
OG0000113								XM_046961498.1, XM_046961538.1, XM_046972295.1, XM_046973306.1, XM_046973308.1, XM_046978782.1, XM_046978809.1, XM_046980762.1, XM_046980763.1, XM_046980764.1, XM_046981262.1, XM_046981264.1, XM_046981624.1, XM_046981633.1, XM_046981635.1
OG0000114	XM_012198629.1	XM_001120710.4	XM_012320341.3, XM_048414356.1, XR_007227408.1	Caust.v2_012958-RA, Caust.v2_014345-RA, Caust.v2_017594-RA	XM_017938957.1	XM_014745333.1, XM_014755167.1	XM_039446783.1	XM_046968797.1, XM_046970404.1
OG0000115	XM_012198665.1						XM_011159274.2, XM_011166616.1, XM_011174830.1, XM_011174969.2, XM_026140909.2, XM_039447260.1, XM_039447456.1, XM_039447719.1, XM_039452705.1, XM_039455365.1, XM_039455777.1, XM_039457211.1, XR_005574226.1	
OG0000116	XM_012198908.1, XM_012198909.1	NR_039525.1, XM_026441195.1, XR_001703299.2	XM_048406896.1	Caust.v2_008675-RB, Caust.v2_015503-RA, Caust.v2_019541-RA	XM_017933528.1, XM_017933592.1	XM_014744988.1	XM_026135345.2	XM_046981644.1
OG0000117	XM_012198920.1, XM_012201932.1, XM_012202063.1, XM_012204778.1, XM_012205803.1, XM_012205975.1, XM_012207126.1		XM_012319144.2		XM_017940293.1, XM_017940359.1, XM_017940631.1, XM_017941333.1			XR_006941714.1, XR_006942132.1
OG0000118	XM_012199858.1	XM_026446329.1	XM_003393304.4, XR_002308184.2, XR_007223348.1, XR_007223621.1, XR_007223838.1, XR_007224921.1, XR_007225358.1	Caust.v2_011960-RA	XM_017937320.1	XM_014755278.1	XM_039458888.1	XM_046962398.1
OG0000119	XM_012200835.1, XM_012201939.1, XM_012202729.1, XM_012203391.1, XM_012203399.1, XM_012203575.1, XM_012204640.1, XM_012204832.1, XM_012205129.1, XM_012206146.1, XM_012206342.1, XM_012206634.1, XM_012206635.1, XM_012209133.1							
OG0000120	XM_012200854.1	XM_026440062.1	XM_048407452.1, XM_048410249.1, XM_048410262.1, XM_048414020.1, XR_007224726.1, XR_007224792.1, XR_007227341.1	Caust.v2_016729-RA	XM_017941445.1	XM_014743886.1	XM_011170170.3	XM_046963101.1
OG0000121	XM_012203477.1						XM_039450262.1, XM_039450518.1, XM_039455361.1, XM_039455506.1, XM_039456742.1, XM_039456804.1, XR_003268157.2, XR_005574392.1, XR_005574419.1, XR_005574434.1, XR_005574730.1, XR_005574969.1, XR_005575524.1	
OG0000122	XM_012203643.1	XM_026445879.1, XM_026445881.1, XR_003306336.1	XM_048414106.1	Caust.v2_003372-RA, Caust.v2_003386-RA, Caust.v2_003388-RA, Caust.v2_003389-RA, Caust.v2_003392-RA	XM_017937321.1	XM_014742718.1	XM_039457985.1	XM_046957082.1
OG0000123	XM_012203927.1						XM_011165589.3, XM_011169914.3, XM_011172755.3, XM_026133636.2, XM_039447865.1, XM_039447867.1, XM_039447957.1, XM_039453035.1, XM_039453037.1, XM_039453039.1, XM_039453203.1, XM_039453205.1, XM_039453206.1	
OG0000124	XM_012204190.1	XM_006563778.2, XM_026442491.1	XM_003403051.4, XM_048413034.1	Caust.v2_017086-RA, Caust.v2_017088-RB	XM_017935610.1	XM_014752448.1, XM_014752452.1	XM_026138096.2, XR_005575603.1	XM_046960164.1, XM_046960184.1
OG0000125	XM_012204202.1	XM_016913379.2, XM_026442226.1	XM_003401825.4, XM_012317887.3, XM_012317899.3	Caust.v2_009653-RA, Caust.v2_009654-RA, Caust.v2_009657-RA	XM_017932006.1, XM_017932007.1		XM_026133921.2	XM_046961729.1, XM_046962136.1
OG0000126	XM_012205953.1	XM_624147.6	XM_048409105.1, XM_048414157.1, XM_048414192.1, XM_048414213.1, XR_007225301.1, XR_007225303.1, XR_007225304.1, XR_007225305.1	Caust.v2_017793-RA, Caust.v2_018900-RA	XM_017933549.1		XM_011177222.3	
OG0000127	XM_012207310.1	XM_026440083.1	XM_012307852.3, XM_012308312.3, XR_007223845.1	Caust.v2_007903-RA, Caust.v2_007904-RA	XM_017942573.1	XM_014754550.1, XR_001382046.1	XM_011167330.3, XM_039449349.1	XM_046963896.1, XR_006942338.1
OG0000128	XM_012208562.1, XM_012208658.1	XM_026439136.1	XM_048408793.1	Caust.v2_004118-RB, Caust.v2_013370-RA, Caust.v2_013371-RA, Caust.v2_013380-RA, Caust.v2_019993-RA	XM_017934273.1	XM_014750612.1	XM_039450402.1, XR_005576105.1	XM_046981199.1
OG0000129		NM_001242972.1, NM_001242973.1, XM_003250702.4, XM_003250703.4, XM_003250706.4, XM_003250709.4, XM_006565890.3, XM_006565895.3, XM_006565899.3, XM_016918050.2, XM_026438981.1, XR_001706514.2, XR_003304164.1, XR_003304165.1						
OG0000130		XM_003251802.3, XM_026442749.1, XM_026442792.1, XM_026442933.1, XM_026442945.1, XM_026446031.1, XR_001706278.2, XR_003305361.1, XR_003306022.1, XR_003306178.1, XR_409749.3	XM_003401777.4, XR_001099447.3		XM_017935770.1			
OG0000131		XM_026441700.1, XM_026442009.1	XM_012310678.3, XM_048407036.1	Caust.v2_013182-RA, Caust.v2_013271-RA, Caust.v2_013272-RA, Caust.v2_017583-RA, Caust.v2_017585-RA, Caust.v2_020729-RA	XM_017932201.1, XM_017932323.1	XM_014754374.1		XM_046966396.1
OG0000132			XM_020868301.2, XM_048407998.1, XM_048408220.1, XM_048411836.1, XR_002308390.2, XR_007223484.1, XR_007223809.1, XR_007225581.1, XR_007226213.1, XR_007227155.1, XR_007227546.1, XR_007227590.1, XR_007227596.1, XR_007227616.1					
